Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
95,Brian Cook,PF,31,TOT,32,0,276,31,98,10,50,21,48,9,10,10,53,63,10,6,5,11,48,81
96,Daequan Cook,SG,24,OKC,57,22,989,109,296,79,228,30,68,14,22,12,110,122,15,22,11,16,69,311
97,DeMarcus Cousins,C,21,SAC,64,62,1950,448,999,2,14,446,985,262,373,265,438,703,102,93,75,170,257,1160
98,Jamal Crawford,PG,31,POR,60,6,1613,283,737,80,260,203,477,191,206,16,102,118,191,55,14,111,74,837
99,Jordan Crawford,SG,23,WAS,64,32,1753,349,872,79,273,270,599,161,203,44,124,168,190,59,5,141,111,938
100,Dante Cunningham,PF,24,MEM,64,5,1124,144,279,0,2,144,277,45,69,91,155,246,37,42,34,29,98,333
101,Eddy Curry,C,29,MIA,14,1,83,12,26,0,0,12,26,6,8,4,8,12,1,0,2,10,17,30
102,Stephen Curry,PG,23,GSW,26,23,732,145,296,55,121,90,175,38,47,15,73,88,138,39,8,65,62,383
103,Samuel Dalembert,C,30,HOU,65,45,1446,200,395,0,1,200,394,90,113,158,298,456,33,37,111,82,162,490
104,Erick Dampier,C,36,ATL,15,0,83,1,8,0,0,1,8,0,0,10,15,25,4,1,4,3,9,2
105,Marquis Daniels,SG,31,BOS,38,0,484,52,143,0,10,52,133,17,23,16,50,66,47,21,9,28,36,121
106,Baron Davis,PG,32,NYK,29,14,595,68,184,26,85,42,99,16,24,13,43,56,135,34,3,76,61,178
107,Ed Davis,PF,22,TOR,66,9,1534,172,335,0,1,172,334,71,106,134,304,438,60,40,63,67,156,415
108,Glen Davis,PF,26,ORL,61,13,1427,225,534,2,14,223,520,114,167,107,224,331,47,43,19,75,106,566
109,Josh Davis,PF,31,MEM,15,0,130,10,27,4,13,6,14,4,8,16,11,27,6,7,1,3,19,28
110,Eric Dawson,C,27,SAS,4,0,39,7,12,0,0,7,12,1,2,5,5,10,0,1,2,3,6,15
111,Austin Daye,SF,23,DET,41,4,603,73,227,13,62,60,165,35,43,14,77,91,33,22,21,40,62,194
112,Carlos Delfino,SF,29,MIL,54,53,1537,182,453,86,239,96,214,38,48,20,188,208,123,79,10,66,99,488
113,Luol Deng,SF,26,CHI,54,54,2129,311,755,79,215,232,540,127,165,77,273,350,157,56,36,96,81,828
114,Justin Dentmon,PG,26,TOT,6,0,91,10,28,2,14,8,14,4,6,0,8,8,10,2,0,7,10,26
115,DeMar DeRozan,SG,22,TOR,63,63,2206,381,903,24,92,357,811,268,331,40,171,211,128,48,17,123,162,1054
116,Boris Diaw,PF,29,TOT,57,35,1424,156,351,31,99,125,252,22,35,70,210,280,205,34,25,112,125,365
117,Ike Diogu,PF,28,SAS,2,0,14,0,2,0,0,0,2,2,2,0,1,1,0,0,0,1,1,2
118,DeSagana Diop,C,30,CHA,27,9,325,15,42,0,0,15,42,1,6,33,52,85,23,6,13,19,36,31
119,Keyon Dooling,SG,31,BOS,46,2,662,66,163,27,81,39,82,23,31,3,36,39,51,13,2,34,57,182
120,Toney Douglas,PG,25,NYK,38,9,656,94,290,27,117,67,173,22,26,16,56,72,77,29,1,56,55,237
121,Goran Dragić,PG,25,HOU,66,28,1752,277,600,68,202,209,398,153,190,53,115,168,351,85,10,157,166,775
122,Jared Dudley,SG,26,PHO,65,60,2020,312,643,80,209,232,434,119,164,95,206,301,112,49,19,72,107,823
123,Chris Duhon,PG,29,ORL,63,9,1226,85,203,50,119,35,84,17,21,14,88,102,151,35,9,81,71,237
124,Tim Duncan,C,35,SAS,58,58,1634,361,733,0,4,361,729,173,249,110,410,520,132,38,88,97,98,895
125,Mike Dunleavy,SF,31,MIL,55,3,1445,239,504,83,208,156,296,116,143,29,175,204,117,28,8,58,87,677
126,Kevin Durant,SF,23,OKC,66,66,2546,643,1297,133,344,510,953,431,501,40,487,527,231,88,77,248,133,1850
127,Jerome Dyson,PG,24,NOH,9,1,180,19,48,1,8,18,40,28,36,2,17,19,18,11,2,20,19,67
128,Devin Ebanks,SG,22,LAL,24,12,396,37,89,0,9,37,80,23,35,26,28,54,12,11,6,18,26,97
129,Wayne Ellington,SG,24,MIN,51,4,973,122,302,35,108,87,194,32,40,14,85,99,33,26,10,26,56,311
130,Monta Ellis,SG,26,TOT,58,58,2120,450,1040,62,201,388,839,219,275,20,180,200,346,85,18,177,136,1181
131,Francisco Elson,C,35,PHI,5,0,16,1,3,0,0,1,3,0,0,0,1,1,1,1,1,1,0,2
132,Andre Emmett,SF,29,NJN,6,0,45,4,7,0,1,4,6,5,8,2,4,6,1,2,1,2,2,13
133,Semih Erden,C,25,CLE,28,9,333,39,74,0,0,39,74,21,41,20,52,72,9,10,5,16,60,99
134,Jeremy Evans,SF,24,UTA,29,0,217,27,42,0,1,27,41,8,16,19,31,50,13,6,24,5,23,62
135,Maurice Evans,SF,33,WAS,24,0,343,45,112,17,45,28,67,10,13,8,16,24,9,14,0,10,36,117
136,Reggie Evans,PF,31,LAC,56,0,771,34,72,0,0,34,72,36,71,100,171,271,17,31,6,44,118,104
137,Tyreke Evans,SG,22,SAC,63,61,2162,408,900,20,99,388,801,201,258,64,225,289,283,84,29,171,136,1037
138,Christian Eyenga,SF,22,TOT,7,0,102,6,25,1,3,5,22,4,8,4,10,14,5,3,5,3,7,17
139,Kenneth Faried,PF,22,DEN,46,39,1037,181,309,0,0,181,309,109,164,142,210,352,36,34,47,54,116,471
140,Jordan Farmar,PG,25,NJN,39,5,831,147,315,55,125,92,190,57,63,7,54,61,129,24,2,68,49,406
141,Derrick Favors,PF,20,UTA,65,9,1376,222,445,0,0,222,445,126,194,158,267,425,43,38,65,103,145,570
142,Raymond Felton,PG,27,POR,60,56,1906,261,642,62,203,199,439,100,124,27,122,149,390,78,10,170,122,684
143,Rudy Fernández,SG,26,DEN,31,1,710,99,225,40,122,59,103,30,43,9,56,65,75,31,3,40,37,268
144,Kyrylo Fesenko,C,25,IND,3,0,17,2,5,0,0,2,5,4,6,2,7,9,1,2,0,0,2,8
145,Landry Fields,SG,23,NYK,66,62,1894,236,513,31,121,205,392,77,137,59,219,278,169,79,17,102,99,580
146,Derek Fisher,PG,37,TOT,63,43,1508,129,348,35,109,94,239,57,67,12,109,121,170,51,4,73,117,350
147,Jonny Flynn,PG,22,TOT,29,1,416,46,131,10,34,36,97,29,39,8,31,39,96,6,2,36,23,131
148,Jeff Foote,C,24,NOH,4,0,39,2,6,0,0,2,6,0,0,1,5,6,0,0,1,2,5,4
149,Gary Forbes,SG,26,TOR,48,2,713,112,271,29,83,83,188,66,91,27,75,102,54,24,4,54,56,319
150,T.J. Ford,PG,28,SAS,14,0,191,19,43,2,8,17,35,11,14,3,15,18,45,9,2,23,23,51
151,Courtney Fortson,PG,23,TOT,10,0,95,11,32,3,13,8,19,10,15,6,9,15,10,3,0,10,5,35
152,Jeff Foster,C,35,IND,11,0,141,9,18,1,1,8,17,6,9,18,24,42,4,8,1,7,26,25
153,Randy Foye,SG,28,LAC,65,48,1682,256,644,127,329,129,315,73,85,25,113,138,146,46,24,73,130,712
154,Jimmer Fredette,PG,22,SAC,61,7,1135,172,446,78,216,94,230,40,48,17,56,73,108,30,3,67,73,462
155,Channing Frye,PF,28,PHO,64,59,1669,255,613,91,263,164,350,73,82,71,308,379,88,42,70,63,176,674
156,Dan Gadzuric,C,33,NYK,2,0,13,0,2,0,0,0,2,0,2,1,4,5,0,1,1,1,4,0
157,Sundiata Gaines,SG,25,NJN,57,12,793,102,271,28,82,74,189,59,96,27,81,108,126,55,2,52,58,291
158,Danilo Gallinari,SF,23,DEN,43,40,1351,193,466,60,183,133,283,182,209,28,174,202,116,42,23,68,86,628
159,Francisco García,SF,30,SAC,49,3,798,86,229,38,131,48,98,24,30,11,88,99,31,36,37,22,73,234
160,Kevin Garnett,C,35,BOS,60,60,1864,391,777,3,9,388,768,162,189,66,428,494,175,56,61,107,141,947
161,Marc Gasol,C,27,MEM,65,65,2370,357,740,1,12,356,728,237,317,120,459,579,204,62,121,121,201,952
162,Pau Gasol,PF,31,LAL,65,65,2430,459,917,7,27,452,890,204,261,183,495,678,237,37,88,142,127,1129
163,Rudy Gay,SF,25,MEM,65,65,2422,485,1067,54,173,431,894,208,263,130,287,417,147,95,55,161,138,1232
164,Alonzo Gee,SG,24,CLE,63,31,1827,227,551,44,137,183,414,167,212,101,221,322,113,83,17,114,149,665
165,Paul George,SG,21,IND,66,66,1958,281,639,90,234,191,405,146,182,56,314,370,158,108,38,117,191,798
166,Daniel Gibson,SG,25,CLE,35,7,916,87,248,55,139,32,109,34,43,11,90,101,76,26,16,45,69,263
167,Taj Gibson,PF,26,CHI,63,0,1284,200,404,0,0,200,404,84,135,135,197,332,47,27,81,60,131,484
168,Manu Ginóbili,SG,34,SAS,34,7,792,150,285,52,126,98,159,88,101,18,98,116,151,24,12,64,56,440
169,Mickell Gladness,PF,25,TOT,26,7,252,25,59,0,0,25,59,6,12,14,44,58,5,4,20,7,32,56
170,Ryan Gomes,SF,29,LAC,32,2,425,31,95,4,29,27,66,8,11,14,47,61,12,16,0,15,34,74
171,Drew Gooden,C,30,MIL,56,46,1469,287,657,16,55,271,602,176,208,130,233,363,144,46,34,109,112,766
172,Ben Gordon,SG,28,DET,52,21,1398,234,530,63,147,171,383,117,136,14,107,121,127,34,11,115,114,648
173,Eric Gordon,PG,23,NOH,9,9,310,63,140,10,40,53,100,49,65,2,23,25,31,13,4,24,20,185
174,Marcin Gortat,C,27,PHO,66,66,2114,427,769,0,2,427,767,163,251,185,474,659,59,48,99,90,142,1017
175,Andrew Goudelock,SG,23,LAL,40,0,419,68,174,28,75,40,99,11,12,5,26,31,20,4,0,21,32,175
176,Danny Granger,SF,28,IND,62,62,2062,391,941,123,323,268,618,254,291,79,228,307,109,62,40,110,144,1159
177,Aaron Gray,C,27,TOR,49,40,813,83,161,0,0,83,161,25,47,83,198,281,27,22,17,51,127,191
178,Danny Green,SG,24,SAS,66,38,1522,211,477,102,234,109,243,79,100,54,174,228,86,58,46,67,107,603
179,Gerald Green,SF,26,NJN,31,2,781,154,320,43,110,111,210,49,65,15,93,108,34,28,17,55,80,400
180,Willie Green,SG,30,ATL,53,2,922,153,325,50,113,103,212,48,56,15,65,80,40,23,6,33,74,404
181,Donté Greene,PF,23,SAC,53,7,777,108,266,25,105,83,161,44,55,19,114,133,34,18,29,32,67,285
182,Blake Griffin,PF,22,LAC,66,66,2392,561,1022,2,16,559,1006,244,468,218,499,717,210,54,48,150,216,1368
183,Hamed Haddadi,C,26,MEM,35,0,206,26,48,0,1,26,47,18,26,28,43,71,8,1,26,21,43,70
184,Jordan Hamilton,SF,21,DEN,26,2,258,48,111,17,47,31,64,2,5,11,51,62,20,4,3,16,15,115
185,Richard Hamilton,SG,33,CHI,28,28,697,140,310,17,46,123,264,29,37,20,46,66,84,12,1,49,56,326
186,Tyler Hansbrough,PF,26,IND,66,0,1442,194,479,0,1,194,478,226,278,113,177,290,30,54,9,65,159,614
187,Luke Harangody,PF,24,CLE,21,1,231,23,65,5,21,18,44,9,12,20,33,53,6,6,3,4,17,60
188,James Harden,SG,22,OKC,62,2,1946,309,629,114,292,195,337,312,369,30,222,252,229,62,15,137,150,1044
189,Justin Harper,PF,22,ORL,14,0,84,9,31,2,13,7,18,0,1,3,9,12,2,2,3,6,5,20
190,Josh Harrellson,PF,22,NYK,37,4,540,63,149,20,59,43,90,16,26,47,97,144,11,23,20,20,48,162
191,Al Harrington,PF,31,DEN,64,1,1761,345,773,101,303,244,470,119,176,72,318,390,88,58,12,112,181,910
192,Devin Harris,PG,28,UTA,63,63,1741,241,542,77,213,164,329,156,209,12,100,112,316,64,13,122,136,715
193,Manny Harris,SG,22,CLE,26,5,456,60,150,12,36,48,114,41,59,11,59,70,31,13,6,27,28,173
194,Terrel Harris,SG,24,MIA,22,1,318,29,83,8,39,21,44,14,21,18,33,51,26,9,2,25,34,80
195,Tobias Harris,SF,19,MIL,42,9,479,79,169,6,23,73,146,44,54,30,71,101,22,13,7,31,45,208
196,Udonis Haslem,PF,31,MIA,64,10,1589,151,357,0,0,151,357,83,102,117,353,470,42,35,24,60,142,385
197,Spencer Hawes,C,23,PHI,37,29,920,156,319,3,12,153,307,40,55,78,192,270,98,16,48,55,100,355
198,Chuck Hayes,C,28,SAC,54,9,1039,73,170,0,2,73,168,26,39,72,162,234,77,36,17,50,111,172
199,Gordon Hayward,SF,21,UTA,66,58,2015,267,586,55,159,212,427,193,232,59,171,230,207,53,41,109,106,782
200,Lazar Hayward,SF,25,OKC,26,0,141,13,38,4,14,9,24,7,12,2,14,16,4,3,1,9,18,37
201,Brendan Haywood,C,32,DAL,54,54,1146,118,228,0,0,118,228,45,96,139,185,324,19,24,54,46,121,281
202,Gerald Henderson,SG,24,CHA,55,55,1831,332,723,11,47,321,676,155,204,64,161,225,126,49,20,100,128,830
203,Xavier Henry,SG,20,NOH,45,0,759,90,228,7,17,83,211,52,85,24,82,106,35,26,8,35,59,239
204,Roy Hibbert,C,25,IND,65,65,1937,332,668,0,1,332,667,170,239,213,359,572,108,32,128,128,195,834
205,J.J. Hickson,PF,23,TOT,54,19,1244,183,392,0,2,183,390,86,134,133,202,335,45,30,35,70,85,452
206,Cory Higgins,PG,22,CHA,38,0,423,52,160,4,20,48,140,42,60,7,28,35,36,5,6,39,40,150
207,Nenê Hilário,C,29,TOT,39,33,1110,211,393,0,4,211,389,113,168,63,228,291,80,42,38,96,95,535
208,George Hill,PG,25,IND,50,9,1274,168,380,54,147,114,233,91,117,31,120,151,145,42,17,52,98,481
209,Grant Hill*,SF,39,PHO,49,46,1378,201,451,14,53,187,398,83,109,29,142,171,107,41,29,65,88,499
210,Jordan Hill,C,24,TOT,39,8,551,82,165,0,3,82,162,30,47,61,125,186,16,14,27,31,71,194
211,Kirk Hinrich,SG,31,ATL,48,31,1237,122,295,47,136,75,159,25,32,11,90,101,132,38,11,58,100,316
212,Darington Hobson,SG,24,MIL,5,0,39,2,13,0,6,2,7,0,0,0,3,3,6,0,0,2,1,4
213,Jrue Holiday,PG,21,PHI,65,65,2196,360,834,65,171,295,663,94,120,57,155,212,290,103,18,135,137,879
214,Ryan Hollins,C,27,TOT,39,8,522,46,84,0,0,46,84,39,75,34,48,82,9,5,17,35,78,131
215,Tyler Honeycutt,SF,21,SAC,15,0,88,8,24,1,3,7,21,3,5,3,11,14,7,4,3,2,3,20
216,Al Horford,C,25,ATL,11,11,348,57,103,0,1,57,102,22,30,26,51,77,24,10,14,16,21,136
217,Dennis Horner,PF,23,NJN,8,0,22,1,4,0,1,1,3,3,4,2,3,5,0,0,0,1,1,5
218,Dwight Howard,C,26,ORL,54,54,2070,416,726,0,7,416,719,281,572,200,585,785,104,81,116,175,159,1113
219,Josh Howard,SF,31,UTA,43,18,991,144,361,9,37,135,324,75,97,39,119,158,50,32,10,53,91,372
220,Juwan Howard,PF,38,MIA,28,0,190,17,55,0,0,17,55,8,10,18,29,47,10,4,1,20,18,42
221,Lester Hudson,PG,27,TOT,16,0,334,62,162,16,64,46,98,34,41,7,39,46,36,14,3,32,26,174
222,Larry Hughes,PG,33,ORL,9,0,114,5,22,1,7,4,15,1,2,1,4,5,7,2,0,12,10,12
223,Kris Humphries,PF,26,NJN,62,62,2162,323,671,0,0,323,671,209,278,233,448,681,90,50,74,119,173,855
224,Serge Ibaka,PF,22,OKC,66,66,1792,262,490,1,3,261,487,78,118,193,305,498,28,33,241,79,179,603
225,Andre Iguodala,SF,28,PHI,62,62,2209,287,632,76,193,211,439,121,196,56,325,381,339,107,30,115,92,771
226,Ersan İlyasova,PF,24,MIL,60,41,1655,294,597,51,112,243,485,143,183,196,333,529,71,42,44,76,133,782
227,Kyrie Irving,PG,19,CLE,51,51,1558,350,747,73,183,277,564,171,196,44,147,191,275,54,20,160,110,944
228,Royal Ivey,SG,30,OKC,34,0,354,26,73,18,53,8,20,1,8,1,23,24,10,14,0,9,36,71
229,Jarrett Jack,PG,28,NOH,45,39,1530,266,583,39,112,227,471,129,148,23,153,176,285,31,9,106,93,700
230,Reggie Jackson,PG,21,OKC,45,0,501,51,159,13,62,38,97,25,29,14,39,53,71,25,1,36,31,140
231,Stephen Jackson,SF,33,TOT,47,14,1212,159,425,49,170,110,255,94,114,22,141,163,118,54,13,103,99,461
232,Damion James,SF,24,NJN,7,7,170,13,35,0,1,13,34,8,12,7,26,33,3,7,7,12,17,34
