Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
16,Ryan Anderson,PF,22,ORL,64,14,1424,226,525,134,341,92,184,95,117,129,226,355,52,30,38,49,137,681
17,Carmelo Anthony,SF,26,TOT,77,77,2751,684,1503,95,251,589,1252,507,605,118,445,563,221,68,46,206,224,1970
18,Joel Anthony,C,28,MIA,75,11,1463,53,99,0,0,53,99,47,73,104,162,266,24,10,93,36,194,153
19,Gilbert Arenas,PG,29,TOT,70,16,1796,269,734,97,327,172,407,120,153,22,167,189,274,74,21,177,188,755
20,Trevor Ariza,SF,25,NOH,75,75,2600,303,762,82,271,221,491,138,197,61,347,408,162,120,31,118,180,826
21,Hilton Armstrong,C,26,TOT,53,2,488,37,76,2,4,35,72,16,33,42,89,131,14,18,21,28,84,92
22,Carlos Arroyo,PG,31,TOT,64,43,1185,120,273,31,69,89,204,39,47,20,83,103,125,21,1,60,71,310
23,Darrell Arthur,PF,22,MEM,80,9,1609,310,624,0,6,310,618,109,134,115,227,342,53,52,63,88,228,729
24,Ömer Aşık,C,24,CHI,82,0,989,78,141,0,0,78,141,73,145,112,194,306,32,20,56,64,153,229
25,D.J. Augustin,PG,23,CHA,82,82,2757,399,958,111,333,288,625,269,297,38,187,225,498,54,3,155,152,1178
26,Luke Babbitt,SF,21,POR,24,0,137,15,55,3,16,12,39,3,9,6,24,30,6,2,2,8,15,36
27,Renaldo Balkman,SF,26,TOT,8,0,62,6,13,1,2,5,11,3,4,2,5,7,2,4,2,1,15,16
28,Marcus Banks,PG,29,TOR,3,0,22,0,2,0,0,0,2,6,8,0,1,1,3,1,0,2,4,6
29,Leandro Barbosa,SG,28,TOR,58,0,1395,294,653,72,213,222,440,109,137,14,85,99,119,50,6,84,112,769
30,J.J. Barea,PG,26,DAL,81,2,1669,285,649,66,189,219,460,133,157,29,130,159,317,30,1,136,136,769
31,Andrea Bargnani,C,25,TOR,66,66,2353,525,1173,77,223,448,950,287,350,74,269,343,119,34,46,152,160,1414
32,Matt Barnes,SF,30,LAL,53,0,1020,131,279,34,107,97,172,60,77,73,155,228,71,39,22,58,127,356
33,Earl Barron,C,29,TOT,21,7,305,32,99,0,0,32,99,15,24,32,44,76,11,8,6,16,46,79
34,Brandon Bass,PF,25,ORL,76,51,1980,332,645,0,2,332,643,190,233,134,290,424,57,27,52,97,159,854
35,Tony Battie,C,34,PHI,38,0,377,45,96,2,3,43,93,8,14,17,82,99,12,5,15,12,59,100
36,Shane Battier,SF,32,TOT,82,59,2375,229,509,102,267,127,242,64,93,90,283,373,185,69,81,79,158,624
37,Nicolas Batum,SF,22,POR,80,67,2522,367,807,118,342,249,465,138,164,109,252,361,123,68,49,83,194,990
38,Jerryd Bayless,PG,22,TOT,71,14,1496,218,517,49,146,169,371,166,206,26,139,165,266,38,5,127,149,651
39,Michael Beasley,SF,22,MIN,73,73,2361,561,1246,60,164,501,1082,219,291,118,291,409,158,54,52,195,222,1401
40,Rodrigue Beaubois,PG,22,DAL,28,26,496,94,223,25,83,69,140,23,30,7,45,52,64,20,8,47,76,236
41,Marco Belinelli,SG,24,NOH,80,69,1957,302,691,134,324,168,367,98,125,17,134,151,92,38,6,77,146,836
42,Charlie Bell,SG,31,GSW,19,0,171,12,43,6,21,6,22,2,4,6,12,18,13,6,1,6,13,32
43,Raja Bell,SG,34,UTA,68,63,2097,191,467,68,193,123,274,91,102,31,145,176,118,56,14,63,169,541
44,Mike Bibby,PG,32,TOT,80,68,2285,248,576,153,348,95,228,39,62,17,178,195,265,50,9,101,175,688
45,Andris Biedriņš,C,24,GSW,59,55,1397,142,266,0,0,142,266,10,31,145,281,426,60,52,52,57,198,294
46,Chauncey Billups,PG,34,TOT,72,72,2310,339,794,146,363,193,431,384,419,25,165,190,387,71,14,177,146,1208
47,DeJuan Blair,PF,21,SAS,81,65,1734,292,583,0,2,292,581,90,137,215,350,565,77,95,42,113,213,674
48,Steve Blake,PG,30,LAL,79,0,1581,110,306,73,193,37,113,26,30,19,137,156,170,40,3,73,99,319
49,Andray Blatche,PF,24,WAS,64,63,2172,426,957,4,18,422,939,220,283,183,343,526,144,98,51,172,182,1076
50,Eric Bledsoe,PG,21,LAC,81,25,1841,206,486,32,116,174,370,99,133,68,155,223,289,92,26,194,130,543
51,Keith Bogans,SG,30,CHI,82,82,1461,124,307,90,237,34,70,21,32,19,129,148,101,38,9,41,113,359
52,Andrew Bogut,C,26,MIL,65,65,2297,367,742,0,4,367,738,96,217,199,521,720,131,47,168,125,217,830
53,Matt Bonner,PF,30,SAS,66,1,1432,172,371,105,230,67,141,32,43,60,179,239,60,26,21,27,110,481
54,Trevor Booker,PF,23,WAS,65,14,1063,139,253,0,1,139,252,68,101,98,153,251,35,29,42,38,115,346
55,Carlos Boozer,C,29,CHI,59,59,1882,431,845,0,0,431,845,171,244,130,435,565,145,45,18,149,186,1033
56,Chris Bosh,PF,26,MIA,77,77,2795,524,1056,6,25,518,1031,384,471,141,500,641,144,59,49,138,172,1438
57,Earl Boykins,PG,34,MIL,57,0,862,156,352,27,71,129,281,69,82,15,40,55,141,38,3,52,43,408
58,Craig Brackins,PF,23,PHI,3,0,33,4,16,0,5,4,11,0,0,2,2,4,1,1,0,0,3,8
59,Avery Bradley,PG,20,BOS,31,0,162,23,67,0,5,23,62,6,12,4,13,17,12,9,0,16,20,52
60,Elton Brand,PF,31,PHI,81,81,2809,502,981,0,1,502,980,213,273,237,439,676,120,92,106,101,244,1217
62,Ronnie Brewer,SG,25,CHI,81,1,1781,205,427,6,27,199,400,87,133,55,207,262,140,106,22,55,82,503
63,Jon Brockman,C,23,MIL,63,6,677,48,94,0,0,48,94,40,59,74,110,184,18,14,3,24,119,136
64,Aaron Brooks,PG,26,TOT,59,12,1284,220,587,70,236,150,351,124,140,20,58,78,233,34,3,99,115,634
65,Derrick Brown,SF,23,TOT,49,1,576,74,131,5,10,69,121,32,60,41,58,99,33,20,10,35,59,185
66,Kwame Brown,C,28,CHA,66,50,1714,194,375,0,0,194,375,136,231,147,303,450,43,26,39,69,174,524
67,Shannon Brown,SG,25,LAL,82,0,1568,273,643,74,212,199,431,92,101,35,122,157,96,67,16,75,124,712
68,Kobe Bryant,SG,32,LAL,82,82,2779,740,1639,115,356,625,1283,483,583,83,336,419,388,99,12,243,172,2078
69,Chase Budinger,SF,22,HOU,78,22,1738,279,656,89,274,190,382,118,138,52,229,281,127,41,18,67,114,765
70,Caron Butler,SF,30,DAL,29,29,867,170,378,28,65,142,313,68,88,22,96,118,46,28,8,49,59,436
71,Rasual Butler,SG,31,TOT,47,2,770,79,237,46,136,33,101,18,27,10,67,77,27,8,15,24,37,222
72,Andrew Bynum,C,23,LAL,54,47,1500,237,413,0,0,237,413,138,209,170,338,508,73,19,106,74,140,612
73,Will Bynum,PG,28,DET,61,5,1125,182,406,16,50,166,356,102,122,15,59,74,195,52,4,83,113,482
74,José Calderón,PG,29,TOR,68,55,2102,262,596,57,156,205,440,88,103,30,172,202,605,81,7,148,143,669
75,Marcus Camby,C,36,POR,59,51,1540,117,294,0,1,117,293,43,70,182,424,606,121,40,92,62,140,277
76,Derrick Caracter,C,22,LAL,41,0,215,32,66,0,0,32,66,17,23,19,24,43,7,4,10,19,47,81
77,Brian Cardinal,SF,33,DAL,56,4,618,43,100,42,87,1,13,17,18,10,49,59,40,24,7,17,82,145
78,Rodney Carney,SF,26,TOT,27,1,336,46,110,17,38,29,72,18,27,13,35,48,11,12,5,16,33,127
79,DeMarre Carroll,PF,24,TOT,12,0,50,4,12,0,0,4,12,2,2,2,6,8,4,1,1,0,5,10
80,Matt Carroll,SG,30,CHA,54,1,582,89,199,17,46,72,153,40,52,12,56,68,23,17,6,23,43,235
81,Anthony Carter,PG,35,TOT,33,0,463,45,106,12,40,33,66,8,8,7,44,51,69,27,6,39,49,110
82,Vince Carter,SG,34,TOT,73,63,2051,389,891,116,321,273,570,128,173,54,221,275,146,67,20,90,193,1022
83,Omri Casspi,SF,22,SAC,71,27,1702,225,546,92,247,133,299,68,101,74,233,307,74,54,13,68,115,610
84,Mario Chalmers,PG,24,MIA,70,28,1579,155,388,83,231,72,157,54,62,12,134,146,177,76,7,91,158,447
85,Tyson Chandler,C,28,DAL,74,74,2059,266,407,0,0,266,407,216,295,206,486,692,32,36,80,88,240,748
86,Wilson Chandler,SF,23,TOT,72,49,2401,429,953,112,320,317,633,130,161,75,333,408,120,48,94,104,199,1100
87,Josh Childress,SG,27,PHO,54,3,894,121,214,1,16,120,198,29,59,69,86,155,42,33,23,44,68,272
88,Earl Clark,SF,23,TOT,42,0,464,68,158,0,5,68,153,27,47,37,64,101,9,8,18,28,45,163
89,Jarron Collins,C,32,TOT,28,0,181,6,21,0,0,6,21,7,10,14,10,24,2,4,1,7,29,19
90,Jason Collins,C,32,ATL,49,28,593,34,71,1,1,33,70,27,41,30,72,102,22,9,9,26,97,96
91,Sherron Collins,PG,23,CHA,20,0,66,7,25,2,10,5,15,1,1,0,5,5,8,2,0,4,2,17
92,Darren Collison,PG,23,IND,79,79,2360,398,870,41,124,357,746,202,232,40,185,225,403,87,14,194,109,1039
93,Nick Collison,C,30,OKC,71,2,1524,137,242,0,0,137,242,55,73,119,197,316,69,42,31,55,210,329
94,Mike Conley,PG,23,MEM,81,81,2872,423,953,80,217,343,736,181,247,32,215,247,528,144,18,176,182,1107
95,Brian Cook,PF,30,LAC,40,0,447,72,170,34,79,38,91,15,24,19,77,96,15,12,11,25,75,193
96,Daequan Cook,SG,23,OKC,43,0,598,79,181,65,154,14,27,16,20,8,64,72,20,14,1,17,51,239
97,Marcus Cousin,C,24,UTA,4,0,18,2,3,0,0,2,3,0,0,0,3,3,0,0,1,1,1,4
98,DeMarcus Cousins,C,20,SAC,81,62,2309,432,1004,3,18,429,986,276,402,217,482,699,204,85,68,268,332,1143
99,Jamal Crawford,SG,30,ATL,76,0,2297,368,874,119,349,249,525,222,260,22,108,130,241,57,14,145,97,1077
100,Jordan Crawford,SG,22,TOT,42,18,1027,192,500,33,128,159,372,73,84,31,74,105,117,39,3,83,63,490
101,Dante Cunningham,PF,23,TOT,78,18,1637,218,472,1,13,217,459,45,62,96,181,277,43,54,43,51,177,482
102,Stephen Curry,PG,22,GSW,74,74,2489,505,1053,151,342,354,711,212,227,52,234,286,432,109,20,226,233,1373
103,Samuel Dalembert,C,29,SAC,80,46,1938,268,567,0,2,268,565,108,148,212,445,657,67,36,116,132,225,644
104,Erick Dampier,C,35,MIA,51,22,815,52,89,0,1,52,88,24,44,53,124,177,22,14,47,32,82,128
105,Antonio Daniels,PG,35,PHI,4,0,35,2,5,0,2,2,3,2,2,0,5,5,2,0,0,1,0,6
106,Marquis Daniels,SF,30,BOS,49,0,938,114,232,4,21,110,211,39,57,24,89,113,64,39,22,38,63,271
107,Baron Davis,PG,31,TOT,58,44,1649,289,693,81,239,208,454,101,131,35,121,156,391,78,28,146,143,760
108,Ed Davis,PF,21,TOR,65,17,1602,215,373,0,0,215,373,71,128,168,294,462,40,39,67,48,183,501
109,Glen Davis,C,25,BOS,78,13,2298,359,801,2,15,357,786,195,265,101,324,425,92,78,30,85,231,915
110,Austin Daye,SF,22,DET,72,16,1446,193,471,69,172,124,299,82,108,64,210,274,78,39,39,59,165,537
111,Carlos Delfino,SF,28,MIL,49,40,1590,200,513,105,284,95,229,60,75,24,176,200,112,76,8,57,72,565
112,Luol Deng,SF,25,CHI,82,82,3208,531,1155,115,333,416,822,253,336,116,360,476,230,78,48,156,162,1430
113,DeMar DeRozan,SG,21,TOR,82,82,2851,539,1154,5,52,534,1102,327,402,75,240,315,148,85,31,144,217,1410
114,Boris Diaw,PF,28,CHA,82,82,2778,381,774,78,226,303,548,84,123,105,309,414,337,74,46,166,190,924
115,Ike Diogu,PF,27,LAC,36,0,470,83,148,0,0,83,148,41,62,41,74,115,2,3,3,22,72,207
116,DeSagana Diop,C,29,CHA,16,0,181,8,24,0,0,8,24,4,11,12,28,40,7,4,15,11,26,20
117,Keyon Dooling,PG,30,MIL,80,22,1757,206,519,81,234,125,285,78,94,12,105,117,243,54,4,91,119,571
118,Joey Dorsey,C,27,TOR,43,9,522,52,99,0,0,52,99,31,65,79,111,190,27,24,17,39,78,135
119,Toney Douglas,SG,24,NYK,81,9,1971,314,755,143,383,171,372,85,107,65,179,244,244,89,4,89,177,856
120,Chris Douglas-Roberts,SF,24,MIL,44,12,884,117,273,15,46,102,227,74,89,7,81,88,50,29,13,35,73,323
121,Zabian Dowdell,PG,26,PHO,24,0,292,51,125,3,10,48,115,16,17,5,15,20,51,20,2,29,30,121
122,Goran Dragić,PG,24,TOT,70,5,1234,192,441,56,155,136,286,83,133,36,106,142,204,50,10,117,125,523
123,Jared Dudley,SF,25,PHO,82,15,2140,300,629,105,253,195,376,162,218,111,207,318,108,87,20,77,139,867
124,Chris Duhon,PG,28,ORL,51,5,774,49,129,13,52,36,77,14,25,9,43,52,118,16,2,61,30,125
125,Tim Duncan,C,34,SAS,76,76,2156,419,838,0,4,419,834,184,257,169,509,678,203,50,146,122,119,1022
126,Mike Dunleavy,SG,30,IND,61,44,1683,240,520,102,254,138,266,100,125,28,248,276,105,40,30,69,107,682
127,Ronald Dupree,SF,30,TOR,3,0,13,1,4,0,1,1,3,0,0,0,3,3,1,0,0,0,2,2
128,Kevin Durant,SF,22,OKC,78,78,3038,711,1538,145,414,566,1124,594,675,57,476,533,214,88,76,218,159,2161
129,Devin Ebanks,SG,21,LAL,20,0,118,21,51,2,5,19,46,18,23,15,12,27,2,4,5,6,7,62
130,Wayne Ellington,SG,23,MIN,62,8,1181,160,397,48,121,112,276,42,53,26,82,108,72,28,3,53,85,410
131,Monta Ellis,SG,25,GSW,80,80,3227,726,1611,137,379,589,1232,340,431,44,237,281,450,168,23,252,203,1929
132,Francisco Elson,C,34,UTA,62,1,610,54,113,0,0,54,113,26,31,35,80,115,33,21,14,32,84,134
133,Melvin Ely,C,32,DEN,30,2,366,28,51,0,0,28,51,13,21,27,47,74,14,4,11,14,50,69
134,Semih Erden,C,24,TOT,41,8,595,62,111,0,0,62,111,39,60,37,81,118,20,15,24,34,104,163
135,Jeremy Evans,SF,23,UTA,49,3,463,76,115,0,1,76,114,26,37,36,61,97,24,17,17,19,50,178
136,Maurice Evans,SF,32,TOT,73,24,1549,177,424,55,167,122,257,52,58,52,104,156,45,34,14,33,129,461
137,Reggie Evans,PF,30,TOR,30,18,798,42,103,0,1,42,102,48,88,119,226,345,38,29,6,39,89,132
138,Tyreke Evans,SG,21,SAC,57,53,2107,382,933,43,148,339,785,205,266,46,229,275,319,85,30,184,143,1012
139,Patrick Ewing,SF,26,NOH,7,0,19,0,5,0,2,0,3,3,4,1,1,2,2,0,1,1,1,3
140,Christian Eyenga,SF,21,CLE,44,18,947,130,306,25,91,105,215,18,28,27,96,123,35,34,28,47,78,303
141,Jordan Farmar,PG,24,NJN,73,18,1796,255,651,109,304,146,347,82,100,24,149,173,368,62,6,139,128,701
142,Derrick Favors,PF,19,TOT,78,27,1535,215,416,0,0,215,416,103,173,171,241,412,39,29,68,77,246,533
144,Rudy Fernández,SG,25,POR,78,3,1821,213,575,116,361,97,214,126,146,37,135,172,193,87,14,88,134,668
145,Kyrylo Fesenko,C,24,UTA,53,1,456,44,100,0,1,44,99,18,46,34,74,108,18,4,16,25,90,106
146,Landry Fields,SG,22,NYK,82,81,2541,299,602,86,219,213,383,113,147,105,416,521,155,80,17,107,114,797
147,Derek Fisher,PG,36,LAL,82,82,2297,206,529,63,159,143,370,83,103,14,138,152,224,99,8,70,192,558
148,Jonny Flynn,PG,21,MIN,53,8,983,108,296,31,100,77,196,32,42,12,65,77,182,34,3,113,58,279
149,Gary Forbes,SF,25,DEN,63,11,791,124,273,19,58,105,215,59,87,28,88,116,49,23,6,46,77,326
150,T.J. Ford,PG,27,IND,41,3,773,91,236,6,32,85,204,35,48,17,64,81,141,35,8,63,69,223
151,Jeff Foster,C,34,IND,56,3,940,80,167,0,3,80,164,27,48,160,190,350,46,24,31,26,127,187
152,Randy Foye,SG,27,LAC,63,24,1551,206,531,71,217,135,314,133,149,13,90,103,170,47,21,95,122,616
153,Channing Frye,PF,27,PHO,77,64,2541,358,829,171,439,187,390,89,107,65,448,513,96,46,79,73,272,976
155,Sundiata Gaines,PG,24,TOT,24,0,301,42,105,9,38,33,67,18,36,13,25,38,42,16,1,27,25,111
157,Francisco García,SF,29,SAC,58,34,1386,207,475,81,224,126,251,65,76,24,109,133,71,51,49,45,126,560
158,Kevin Garnett,PF,34,BOS,71,71,2220,434,822,1,5,433,817,187,217,83,548,631,171,95,57,115,148,1056
159,Marc Gasol,C,26,MEM,81,81,2586,364,691,3,7,361,684,220,294,154,415,569,200,74,136,146,265,951
160,Pau Gasol,C,30,LAL,82,82,3037,593,1120,1,3,592,1117,354,430,268,568,836,273,48,130,142,203,1541
161,Rudy Gay,SF,24,MEM,54,54,2152,409,869,57,144,352,725,194,241,82,254,336,153,91,58,135,131,1069
162,Alonzo Gee,SG,23,TOT,56,34,1118,121,264,17,51,104,213,72,92,62,120,182,38,40,18,55,94,331
163,Paul George,SG,20,IND,61,19,1265,179,395,41,138,138,257,77,101,37,187,224,65,62,26,70,127,476
164,Daniel Gibson,SG,24,CLE,67,15,1865,264,660,118,293,146,367,134,163,24,153,177,201,48,21,80,154,780
165,Taj Gibson,PF,25,CHI,80,19,1742,234,502,1,8,233,494,100,148,162,296,458,58,39,106,71,203,569
166,Manu Ginóbili,SG,33,SAS,80,79,2426,441,1018,154,441,287,577,357,410,42,253,295,393,123,28,174,163,1393
167,Ryan Gomes,SF,28,LAC,76,62,2095,207,505,72,211,135,294,61,85,61,193,254,118,62,12,55,159,547
168,Drew Gooden,PF,29,MIL,35,18,860,156,362,3,20,153,342,81,102,73,165,238,47,21,18,46,98,396
169,Ben Gordon,SG,27,DET,82,27,2131,339,770,107,266,232,504,136,160,41,154,195,171,48,16,141,178,921
170,Eric Gordon,SG,22,LAC,56,56,2112,427,949,106,291,321,658,287,348,45,119,164,244,71,18,151,115,1247
171,Marcin Gortat,C,26,TOT,80,14,2032,338,603,1,4,337,599,140,193,148,483,631,70,36,91,81,188,817
172,Joey Graham,SF,28,CLE,39,8,586,82,179,9,30,73,149,29,36,8,76,84,18,6,7,28,73,202
173,Stephen Graham,SG,28,NJN,59,28,959,81,200,5,21,76,179,31,38,17,106,123,40,14,1,38,106,198
174,Danny Granger,SF,27,IND,79,79,2763,535,1260,157,407,378,853,395,466,87,338,425,203,89,62,206,213,1622
175,Aaron Gray,C,26,NOH,41,6,531,56,99,0,0,56,99,17,34,59,112,171,16,11,12,32,96,129
176,Danny Green,SG,23,SAS,8,0,92,17,35,7,19,10,16,0,0,3,12,15,2,2,1,5,7,41
178,Willie Green,SG,29,NOH,77,13,1674,270,609,54,155,216,454,78,100,22,139,161,74,36,13,67,143,672
179,Donté Greene,SF,22,SAC,69,21,1127,156,386,45,154,111,232,43,65,49,98,147,48,36,20,60,88,400
180,Orien Greene,SG,28,NJN,3,0,5,1,2,0,0,1,2,1,2,0,0,0,1,1,0,0,0,3
181,Blake Griffin,PF,21,LAC,82,82,3112,696,1376,7,24,689,1352,446,695,270,719,989,312,63,45,223,252,1845
182,Hamed Haddadi,C,25,MEM,31,0,168,30,58,0,1,30,57,15,23,24,44,68,5,2,13,11,29,75
183,Richard Hamilton,SG,32,DET,55,39,1498,288,671,55,144,233,527,146,172,24,102,126,171,39,4,88,95,777
184,Tyler Hansbrough,PF,25,IND,70,29,1535,285,613,0,2,285,611,197,253,145,221,366,41,37,15,76,160,767
185,Luke Harangody,PF,23,TOT,49,0,640,79,206,16,66,63,140,19,26,40,103,143,30,15,17,16,80,193
186,James Harden,SG,21,OKC,82,5,2189,298,684,113,324,185,360,289,343,42,213,255,176,92,24,106,207,998
187,Al Harrington,PF,30,DEN,73,3,1665,281,675,117,328,164,347,86,117,76,256,332,101,39,10,106,202,765
188,Devin Harris,PG,27,TOT,71,70,2254,343,813,58,180,285,633,335,402,17,152,169,503,70,7,207,163,1079
189,Manny Harris,SG,21,CLE,54,15,933,108,289,34,92,74,197,71,93,36,104,140,85,31,7,63,65,321
190,Mike Harris,PF,27,HOU,4,0,16,3,6,0,0,3,6,2,4,2,3,5,1,0,1,1,2,8
191,Udonis Haslem,PF,30,MIA,13,0,345,44,86,0,0,44,86,16,20,29,77,106,6,7,3,14,39,104
192,Spencer Hawes,C,22,PHI,81,81,1718,264,568,9,37,255,531,47,88,129,336,465,121,29,71,97,201,584
193,Chuck Hayes,C,27,HOU,74,63,2079,244,463,0,2,244,461,94,142,219,380,599,202,79,49,86,200,582
194,Gordon Hayward,SF,20,UTA,72,17,1218,142,293,35,74,107,219,69,97,41,98,139,81,30,19,70,106,388
195,Lazar Hayward,SF,24,MIN,42,0,419,55,154,17,60,38,94,33,42,23,47,70,28,12,7,19,44,160
196,Brendan Haywood,C,31,DAL,72,8,1331,128,223,0,1,128,222,64,177,129,247,376,19,16,74,51,146,320
197,Luther Head,PG,28,SAC,36,14,586,68,164,25,64,43,100,39,50,16,44,60,70,10,9,32,43,200
198,Gerald Henderson,SG,23,CHA,68,30,1661,259,570,7,36,252,534,128,163,49,158,207,101,50,32,64,118,653
199,Xavier Henry,SG,19,MEM,38,16,527,65,160,2,17,63,143,33,52,9,28,37,18,11,3,13,48,165
200,Roy Hibbert,C,24,IND,81,80,2244,410,890,0,4,410,886,205,275,182,428,610,166,33,142,185,256,1025
201,J.J. Hickson,C,22,CLE,80,66,2256,429,936,0,5,429,931,247,367,217,478,695,91,48,54,173,215,1105
202,Nenê Hilário,C,28,DEN,75,75,2291,402,654,1,5,401,649,286,402,145,426,571,149,84,73,134,238,1091
203,George Hill,PG,24,SAS,76,5,2148,287,633,77,204,210,429,233,270,24,175,199,193,66,21,99,153,884
204,Grant Hill*,SF,38,PHO,80,80,2409,399,825,45,114,354,711,213,257,77,261,338,200,64,35,134,184,1056
205,Jordan Hill,C,23,HOU,72,11,1125,173,352,0,2,173,350,60,85,128,178,306,29,14,52,62,157,406
207,Jrue Holiday,PG,20,PHI,82,82,2901,446,999,81,222,365,777,172,209,68,264,332,531,120,29,218,203,1145
208,Ryan Hollins,C,26,CLE,70,16,1182,131,219,0,0,131,219,111,163,70,116,186,26,22,42,67,199,373
209,Al Horford,C,24,ATL,77,77,2704,513,921,2,4,511,917,150,188,182,536,718,266,59,80,119,193,1178
210,Eddie House,SG,32,MIA,56,1,978,128,321,68,175,60,146,38,40,9,83,92,62,32,3,29,68,362
211,Dwight Howard,C,25,ORL,78,78,2935,619,1044,0,7,619,1037,546,916,309,789,1098,107,107,186,279,258,1784
212,Josh Howard,SF,30,WAS,18,10,409,58,162,7,29,51,133,29,47,18,56,74,24,13,5,20,34,152
213,Juwan Howard,PF,37,MIA,57,0,592,55,125,0,0,55,125,29,35,36,86,122,23,10,4,25,61,139
214,Lester Hudson,PG,26,WAS,11,0,73,6,24,4,15,2,9,2,4,1,4,5,17,4,1,7,10,18
215,Kris Humphries,PF,25,NJN,74,44,2061,307,583,0,1,307,582,127,191,225,546,771,84,33,80,103,168,741
216,Serge Ibaka,PF,21,OKC,82,44,2216,335,617,0,1,335,616,138,184,214,408,622,22,31,198,71,267,808
217,Andre Iguodala,SF,27,PHI,67,67,2469,338,759,61,181,277,578,208,300,61,326,387,422,101,38,138,109,945
218,Zydrunas Ilgauskas,C,35,MIA,72,51,1145,162,319,0,1,162,318,36,46,108,179,287,26,23,58,52,185,360
219,Didier Ilunga-Mbenga,C,30,NOH,41,0,330,23,49,0,0,23,49,13,18,35,51,86,6,6,27,21,52,59
220,Ersan İlyasova,PF,23,MIL,60,34,1505,221,507,36,121,185,386,93,104,105,260,365,56,51,24,63,159,571
221,Royal Ivey,SG,29,OKC,25,0,155,16,38,7,16,9,22,2,2,2,14,16,7,6,1,5,17,41
223,Darnell Jackson,PF,25,SAC,59,2,486,77,158,3,11,74,147,30,49,49,45,94,14,12,3,23,61,187
224,Stephen Jackson,SG,32,CHA,67,67,2405,435,1059,121,359,314,700,249,305,53,251,304,241,80,28,209,161,1240
225,Damion James,SF,23,NJN,25,9,403,46,103,0,3,46,100,18,28,17,68,85,20,16,12,25,36,110
226,LeBron James,SF,26,MIA,79,79,3063,758,1485,92,279,666,1206,503,663,80,510,590,554,124,50,284,163,2111
227,Antawn Jamison,PF,34,CLE,56,38,1842,374,876,91,263,283,613,171,234,86,289,375,93,50,30,77,137,1010
228,Othyus Jeffers,SG,25,TOT,17,1,322,31,65,1,4,30,61,30,46,25,42,67,20,17,0,14,32,93
229,Al Jefferson,C,26,UTA,82,82,2940,654,1319,0,0,654,1319,220,289,235,559,794,149,46,153,105,238,1528
230,Richard Jefferson,SF,30,SAS,81,81,2459,304,642,135,307,169,335,148,195,54,256,310,107,38,34,93,164,891
231,Jared Jeffries,PF,29,TOT,42,9,601,30,86,2,9,28,77,12,29,62,54,116,36,31,17,21,75,74
232,Brandon Jennings,PG,21,MIL,63,61,2169,361,926,98,303,263,623,199,246,42,192,234,305,95,21,146,131,1019
233,Eugene Jeter,PG,27,SAC,62,1,858,106,259,6,30,100,229,37,41,9,61,70,162,29,2,51,54,255
234,Yi Jianlian,PF,23,WAS,63,11,1112,145,347,3,13,142,334,62,91,79,169,248,25,27,32,51,115,355
235,Amir Johnson,PF,23,TOR,72,54,1853,281,495,0,1,281,494,126,160,189,272,461,81,53,88,69,263,688
236,Armon Johnson,PG,21,POR,38,0,277,46,101,5,12,41,89,13,22,11,25,36,45,5,1,38,31,110
237,Chris Johnson,C,25,TOT,14,1,138,9,21,0,0,9,21,15,20,12,20,32,3,3,9,10,21,33
