Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
75,John Celestand,PG,22,LAL,16,0,185,15,45,2,9,13,36,5,6,1,10,11,20,7,0,16,22,37
76,Rex Chapman,SG,32,PHO,53,19,957,124,320,41,123,83,197,59,78,10,70,80,62,22,1,38,70,348
77,Calbert Cheaney,SG,28,BOS,67,19,1309,120,273,18,54,102,219,9,21,23,115,138,80,44,14,46,158,267
78,Pete Chilcutt,PF,31,TOT,56,2,601,53,127,6,26,47,101,8,8,46,85,131,27,15,10,20,73,120
79,Chris Childs,PG,32,NYK,71,2,1675,146,357,37,104,109,253,47,59,17,130,147,285,36,4,105,240,376
80,Doug Christie,SG,29,TOR,73,73,2264,311,764,99,275,212,489,182,216,63,222,285,321,102,43,144,167,903
81,Keon Clark,C,24,DEN,81,20,1850,286,528,1,8,285,520,121,176,162,343,505,71,45,114,125,231,694
82,Keith Closs,C,23,LAC,57,6,820,96,197,0,3,96,194,46,78,65,114,179,25,13,73,34,80,238
83,Derrick Coleman,PF,32,CHH,74,64,2347,446,979,51,141,395,838,296,377,124,508,632,175,34,130,173,195,1239
84,Bimbo Coles,PG,31,ATL,80,54,1924,276,607,8,39,268,568,85,104,30,142,172,290,58,11,103,178,645
85,Marty Conlon,C,32,LAC,3,0,9,1,2,0,0,1,2,0,0,1,1,2,0,0,0,0,1,2
86,Tyrone Corbin,SF,37,SAC,54,5,941,88,247,10,44,78,203,33,39,40,125,165,60,36,5,29,99,219
87,Chris Crawford,PF,24,ATL,55,11,668,91,229,7,27,84,202,63,81,51,48,99,33,17,16,37,83,252
88,Austin Croshere,PF,24,IND,81,14,1885,288,653,63,174,225,479,196,231,135,381,516,89,44,60,121,203,835
89,John Crotty,PG,30,DET,69,0,937,106,251,33,80,73,171,80,93,17,58,75,128,27,5,54,104,325
90,Terry Cummings,PF,38,GSW,22,0,398,76,177,0,0,76,177,32,39,45,62,107,21,13,8,27,74,184
91,Vonteego Cummings,PG,23,GSW,75,11,1793,265,655,49,151,216,504,127,169,57,127,184,247,91,13,132,174,706
93,Dell Curry,SG,35,TOR,67,9,1095,194,454,95,242,99,212,24,32,11,89,100,89,32,9,40,66,507
94,Michael Curry,SG,31,DET,82,3,1611,182,379,1,5,181,374,141,168,21,83,104,87,33,5,73,209,506
95,Erick Dampier,C,24,GSW,21,12,495,70,173,0,0,70,173,27,51,48,86,134,19,8,15,29,75,167
96,Antonio Daniels,SG,24,SAS,68,1,1195,163,344,22,66,141,278,72,101,16,70,86,177,55,5,58,73,420
97,Kornél Dávid,SF,28,TOT,32,5,474,67,157,0,3,67,154,45,56,26,55,81,17,17,3,33,56,179
98,Antonio Davis,C,31,TOR,79,78,2479,313,712,0,0,313,712,284,371,235,461,696,105,38,100,121,267,910
99,Baron Davis,PG,20,CHH,82,0,1523,182,433,25,111,157,322,97,153,48,117,165,309,97,19,140,201,486
100,Ben Davis,PF,27,PHO,5,0,22,2,6,0,0,2,6,0,0,3,6,9,2,1,1,3,2,4
101,Dale Davis,C,30,IND,74,72,2127,302,602,0,0,302,602,139,203,256,473,729,64,52,94,91,203,743
102,Emanual Davis,PG,31,SEA,54,2,701,80,220,31,103,49,117,26,38,15,85,100,70,38,5,44,72,217
103,Hubert Davis,PG,29,DAL,79,15,1817,217,464,82,167,135,297,67,77,17,117,134,141,24,3,70,109,583
104,Mark Davis,SF,26,GSW,23,7,464,56,137,0,2,56,135,31,47,31,53,84,38,25,4,40,52,143
105,Ricky Davis,SG,20,CHH,48,4,570,94,187,0,4,94,183,39,51,29,54,83,62,30,8,46,39,227
106,Todd Day,SG,30,PHO,58,1,941,130,330,64,165,66,165,72,108,31,98,129,65,44,22,50,127,396
107,Andrew DeClercq,C,26,CLE,82,31,1831,225,443,0,0,225,443,94,160,156,283,439,58,63,66,108,275,544
108,Vinny Del Negro,PG,33,MIL,67,0,1211,153,325,8,24,145,301,35,39,9,98,107,160,36,0,48,81,349
109,Tony Delk,PG,26,SAC,46,1,682,120,279,9,40,111,239,47,59,36,52,88,55,35,5,32,58,296
110,Derrick Dial,SG,24,SAS,8,0,95,17,46,3,12,14,34,3,5,14,12,26,5,1,1,6,10,40
111,Michael Dickerson,SG,24,VAN,82,82,3103,554,1270,119,291,435,979,269,324,78,201,279,208,116,45,165,226,1496
112,Vlade Divac*,C,31,SAC,82,81,2374,384,764,7,26,377,738,230,333,174,482,656,244,103,103,190,251,1005
113,Michael Doleac,C,22,ORL,81,29,1335,242,535,1,2,241,533,80,95,89,245,334,63,29,34,65,224,565
114,Sherman Douglas,PG,33,NJN,20,2,309,45,90,5,16,40,74,25,28,13,16,29,34,17,0,24,26,120
115,Bryce Drew,PG,25,HOU,72,5,1293,158,413,59,163,99,250,45,53,23,80,103,162,41,1,66,79,420
116,Chris Dudley,C,34,NYK,47,3,459,23,67,0,0,23,67,9,27,63,73,136,5,7,21,18,95,55
117,Tim Duncan,PF,23,SAS,74,74,2875,628,1281,1,11,627,1270,459,603,262,656,918,234,66,165,242,210,1716
118,Howard Eisley,PG,27,UTA,82,5,2096,282,675,60,163,222,512,84,102,23,147,170,347,59,9,132,223,708
119,Obinna Ekezie,PF,24,VAN,39,0,351,41,88,0,0,41,88,43,64,34,58,92,8,9,4,26,61,125
120,Mario Elie,SF,36,SAS,79,79,2217,195,457,74,186,121,271,126,149,48,201,249,193,73,9,130,156,590
121,Sean Elliott,SF,31,SAS,19,19,391,38,106,13,37,25,69,25,32,6,41,47,28,12,2,19,34,114
122,Dale Ellis,SG,39,TOT,42,5,564,66,159,37,100,29,59,9,13,13,43,56,14,13,0,20,45,178
123,LaPhonso Ellis,PF,29,ATL,58,8,1309,209,464,3,21,206,443,66,95,98,192,290,59,32,25,52,133,487
124,Pervis Ellison,C,32,BOS,30,5,269,19,43,0,0,19,43,15,21,29,38,67,13,10,8,13,67,53
125,Evan Eschmeyer,C,24,NJN,31,5,373,38,72,0,0,38,72,15,30,40,68,108,21,8,21,21,84,91
126,Patrick Ewing*,C,37,NYK,62,62,2035,361,775,0,2,361,773,207,283,140,464,604,58,36,84,142,196,929
127,Tony Farmer,PF,30,GSW,74,9,1199,127,312,8,44,119,268,203,265,118,177,295,74,66,16,82,167,465
128,Jamie Feick,C,25,NJN,81,17,2241,181,423,3,3,178,420,94,133,264,491,755,68,43,38,59,206,459
129,Danny Ferry,PF,33,CLE,63,3,1326,189,380,33,75,156,305,52,57,55,183,238,67,22,24,55,181,463
130,Michael Finley,SF,26,DAL,82,82,3464,748,1636,99,247,649,1389,260,317,122,396,518,438,109,32,196,171,1855
131,Derek Fisher,PG,25,LAL,78,22,1803,167,483,52,166,115,317,105,145,22,121,143,216,80,3,75,150,491
132,Danny Fortson,PF,23,BOS,55,5,856,140,265,0,0,140,265,139,189,141,225,366,29,20,5,67,180,419
133,Greg Foster,PF,31,SEA,60,5,718,91,224,3,15,88,209,18,28,16,91,107,41,10,18,28,105,203
134,Jeff Foster,C,23,IND,19,0,86,13,23,0,1,13,22,17,25,12,20,32,5,5,1,2,18,43
135,Rick Fox,SF,30,LAL,82,1,1473,206,498,59,181,147,317,63,78,63,135,198,138,52,26,87,203,534
136,Adonal Foyle,C,24,GSW,76,59,1654,193,380,0,0,193,380,34,90,174,250,424,42,26,136,71,218,420
137,Steve Francis,PG,22,HOU,77,77,2776,497,1117,107,310,390,807,287,365,152,257,409,507,118,29,306,231,1388
138,Todd Fuller,C,25,CHH,41,2,399,51,122,0,0,51,122,32,53,36,74,110,5,9,8,27,46,134
139,Lawrence Funderburke,PF,29,SAC,75,1,1026,184,352,0,2,184,350,115,163,98,136,234,33,32,20,40,91,483
140,Kevin Garnett,PF,23,MIN,81,81,3243,759,1526,30,81,729,1445,309,404,223,733,956,401,120,126,268,205,1857
141,Dean Garrett,C,33,MIN,56,23,604,48,108,0,0,48,108,18,26,41,99,140,19,8,40,21,94,114
142,Kiwane Garris,SG,25,ORL,3,0,23,2,10,0,1,2,9,0,0,0,1,1,2,0,0,1,0,4
143,Pat Garrity,SF,23,ORL,82,1,1479,258,585,79,197,179,388,80,111,44,166,210,58,31,19,85,197,675
144,Chris Gatling,PF,32,TOT,85,0,1811,365,802,18,70,347,732,266,373,154,348,502,71,82,23,169,246,1014
145,Matt Geiger,C,30,PHI,65,20,1406,260,589,0,4,260,585,109,140,154,233,387,39,29,22,91,194,629
146,Devean George,SF,22,LAL,49,1,345,56,144,16,47,40,97,27,41,29,46,75,12,10,4,21,54,155
147,Kendall Gill,SF,31,NJN,76,75,2355,396,956,20,78,376,878,181,255,82,201,283,210,139,41,89,211,993
148,Armen Gilliam,PF,35,UTA,50,0,782,133,305,0,1,133,304,67,86,72,137,209,42,12,16,55,83,333
149,Dion Glover,SG,21,ATL,30,1,446,66,171,12,45,54,126,51,70,15,23,38,27,15,4,28,28,195
150,Brian Grant,PF,27,POR,63,14,1322,173,352,1,2,172,350,112,166,121,223,344,64,32,28,84,166,459
151,Gary Grant,PG,34,POR,3,0,24,6,14,0,0,6,14,0,0,0,3,3,1,1,0,2,3,12
152,Horace Grant,PF,34,SEA,76,76,2688,266,599,0,4,266,595,80,111,167,424,591,188,55,60,61,192,612
153,Devin Gray,SF,27,HOU,21,2,124,15,37,0,0,15,37,19,29,11,14,25,5,5,3,4,22,49
154,A.C. Green,PF,36,LAL,82,82,1929,173,387,1,4,172,383,66,95,160,326,486,80,53,18,53,127,413
155,Adrian Griffin,SG,25,BOS,72,47,1927,175,413,16,57,159,356,119,158,128,244,372,177,116,15,93,222,485
156,Tom Gugliotta,PF,30,PHO,54,54,1767,310,645,1,8,309,637,117,151,141,284,425,124,80,31,106,152,738
157,Darvin Ham,SF,26,MIL,35,21,792,71,128,0,1,71,127,35,78,85,87,172,42,29,29,29,102,177
158,Richard Hamilton,SG,21,WAS,71,12,1373,254,605,28,77,226,528,103,133,38,91,129,108,28,6,84,142,639
159,Thomas Hamilton,C,24,HOU,22,7,273,35,79,0,0,35,79,12,23,31,59,90,15,4,14,28,25,82
160,Tom Hammonds,PF,32,MIN,56,0,372,42,97,0,0,42,97,33,56,34,67,101,10,8,3,21,55,117
161,Anfernee Hardaway,SG,28,PHO,60,60,2253,378,798,33,102,345,696,226,286,91,256,347,315,94,38,153,164,1015
162,Tim Hardaway,PG,33,MIA,52,52,1672,246,638,94,256,152,382,110,133,25,125,150,385,49,4,119,112,696
163,Ron Harper,PG,36,LAL,80,78,2042,212,531,33,106,179,425,100,147,96,241,337,270,85,39,132,164,557
164,Matt Harpring,SF,23,ORL,4,0,63,4,17,2,2,2,15,6,7,5,7,12,8,5,1,1,7,16
165,Al Harrington,PF,19,IND,50,0,854,121,264,8,34,113,230,78,111,47,112,159,38,25,9,65,130,328
166,Othella Harrington,PF,26,VAN,82,82,2677,420,830,0,2,420,828,236,298,196,367,563,97,36,58,217,287,1076
167,Lucious Harris,SG,29,NJN,77,11,1510,198,463,38,115,160,348,79,99,53,134,187,100,65,6,42,98,513
168,Antonio Harvey,PF,29,POR,19,0,137,17,30,0,0,17,30,7,12,8,25,33,5,1,6,12,20,41
169,Hersey Hawkins,SG,33,CHI,61,49,1622,159,375,55,141,104,234,107,119,31,144,175,134,74,15,100,146,480
170,Michael Hawkins,PG,27,CHH,12,0,36,3,13,1,5,2,8,1,2,0,7,7,13,0,0,3,2,8
171,Alan Henderson,PF,27,ATL,82,82,2775,429,930,1,10,428,920,224,334,265,306,571,77,81,54,139,233,1083
172,Cedric Henderson,SF,24,CLE,61,7,1107,129,326,1,15,128,311,69,104,34,106,140,55,39,17,68,99,328
173,Mark Hendrickson,PF,25,TOT,15,0,71,5,8,0,0,5,8,3,4,3,10,13,6,2,1,3,8,13
174,Chris Herren,PG,24,DEN,45,1,597,45,124,24,67,21,57,27,40,12,40,52,111,15,2,42,74,141
175,Grant Hill*,SF,27,DET,74,74,2776,696,1422,34,98,662,1324,480,604,97,393,490,385,103,43,240,190,1906
176,Tyrone Hill,PF,31,PHI,68,65,2155,318,656,0,1,318,655,179,259,220,405,625,52,64,27,124,243,815
177,Fred Hoiberg,SG,27,CHI,31,11,845,89,230,32,94,57,136,69,76,7,103,110,85,40,2,43,66,279
178,Derek Hood,PF,23,CHH,2,0,4,0,3,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0
179,Jeff Hornacek,SG,36,UTA,77,77,2133,358,728,66,138,292,590,171,180,49,133,182,202,66,16,113,149,953
180,Robert Horry,PF,29,LAL,76,0,1685,159,363,29,94,130,269,89,113,133,228,361,118,84,80,73,189,436
181,Allan Houston,SG,28,NYK,82,82,3169,614,1271,106,243,508,1028,280,334,38,233,271,224,65,14,186,219,1614
182,Juwan Howard,PF,26,WAS,82,82,2909,509,1108,0,7,509,1101,202,275,132,338,470,247,67,21,225,299,1220
183,Troy Hudson,PG,23,LAC,62,38,1592,204,541,60,193,144,348,77,95,28,120,148,242,43,0,108,65,545
184,Larry Hughes,SG,21,TOT,82,37,2324,459,1147,29,125,430,1022,279,377,113,236,349,205,115,28,195,191,1226
185,Rick Hughes,PF,26,DAL,21,0,224,35,72,0,1,35,71,12,26,24,25,49,9,3,1,14,30,82
186,Lindsey Hunter,PG,29,DET,82,82,2919,379,892,168,389,211,503,117,154,35,215,250,327,129,22,145,216,1043
187,Allen Iverson*,SG,24,PHI,70,70,2853,729,1733,89,261,640,1472,442,620,71,196,267,328,144,5,230,162,1989
188,Bobby Jackson,PG,26,MIN,73,10,1034,140,346,13,46,127,300,76,98,50,103,153,172,48,7,58,114,369
189,Jaren Jackson,SG,32,SAS,81,12,1691,186,488,108,306,78,182,33,51,34,147,181,118,54,7,66,157,513
190,Jermaine Jackson,SG,23,DET,7,0,73,1,11,0,1,1,10,5,8,1,10,11,4,3,0,7,7,7
191,Jim Jackson,SF,29,ATL,79,76,2767,507,1235,117,303,390,932,186,212,101,293,394,230,57,10,185,167,1317
192,Mark Jackson,PG,34,IND,81,81,2190,246,570,89,221,157,349,79,98,63,233,296,650,76,10,174,111,660
193,Randell Jackson,PF,24,DAL,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,Sam Jacobson,PG,24,TOT,52,5,681,108,212,9,24,99,188,30,41,25,46,71,32,30,3,33,113,255
195,Tim James,SF,23,MIA,4,0,23,5,14,0,0,5,14,1,3,3,1,4,2,0,3,2,1,11
196,Antawn Jamison,SF,23,GSW,43,41,1556,356,756,2,7,354,749,127,208,172,187,359,90,30,15,113,115,841
197,Harold Jamison,PF,23,MIA,12,0,74,7,20,0,0,7,20,4,18,16,5,21,4,2,1,4,17,18
198,Anthony Johnson,PG,25,TOT,56,6,637,62,164,2,11,60,153,28,39,21,30,51,72,33,4,32,58,154
199,Avery Johnson,PG,34,SAS,82,82,2571,402,850,1,9,401,841,114,155,33,125,158,491,76,18,140,150,919
200,DeMarco Johnson,PF,24,NYK,5,0,37,3,9,0,0,3,9,0,0,3,4,7,0,1,0,3,5,6
201,Ervin Johnson,C,32,MIL,80,74,2129,144,279,0,1,144,278,95,157,233,415,648,44,81,127,80,298,383
202,Kevin Johnson,PG,33,PHO,6,0,113,16,28,1,1,15,27,7,7,0,16,16,24,2,0,7,6,40
203,Larry Johnson,PF,30,NYK,70,68,2281,282,652,58,174,224,478,128,167,87,293,380,175,42,7,94,205,750
204,Charles Jones,PG,24,LAC,56,0,662,66,201,39,118,27,83,17,23,17,45,62,94,30,5,28,46,188
205,Damon Jones,PG,23,TOT,55,1,612,80,208,41,114,39,94,32,48,12,43,55,96,18,1,40,34,233
206,Eddie Jones,SG,28,CHH,72,72,2807,478,1119,128,341,350,778,362,419,81,262,343,305,192,49,160,176,1446
207,Jumaine Jones,SF,20,PHI,33,0,138,22,58,2,4,20,54,11,18,16,22,38,5,6,5,14,10,57
208,Popeye Jones,PF,29,DEN,40,1,330,44,104,2,3,42,101,14,19,41,62,103,19,3,6,13,50,104
209,Reggie Jordan,PG,32,WAS,36,0,243,17,53,0,1,17,52,7,13,16,25,41,32,12,2,19,29,41
210,Adam Keefe,C,29,UTA,62,3,604,53,130,0,1,53,129,29,36,45,91,136,34,17,13,46,90,135
211,Shawn Kemp,C,30,CLE,82,82,2492,484,1160,2,6,482,1154,493,635,231,494,725,138,100,96,291,371,1463
212,Steve Kerr,PG,34,SAS,32,0,268,32,74,16,31,16,43,9,11,3,16,19,12,4,0,7,14,89
213,Jerome Kersey,SF,37,SAS,72,18,1310,146,354,0,9,146,345,29,41,58,167,225,69,67,47,51,161,321
214,Lari Ketner,PF,22,TOT,22,0,132,13,32,0,0,13,32,8,12,12,22,34,1,4,3,10,20,34
215,Jason Kidd*,PG,26,PHO,67,67,2616,350,855,56,166,294,689,203,245,96,387,483,678,134,28,226,148,959
216,Gerard King,SF,27,WAS,62,28,1060,139,277,0,0,139,277,49,66,84,166,250,49,34,15,41,132,327
217,Kerry Kittles,SG,25,NJN,62,61,1896,305,698,96,240,209,458,101,127,46,179,225,142,79,19,56,120,807
218,Joe Kleine,C,38,POR,7,0,31,4,11,0,0,4,11,3,3,0,6,6,2,1,0,2,7,11
219,Brevin Knight,PG,24,CLE,65,46,1754,230,558,2,10,228,548,140,184,38,155,193,458,107,21,157,185,602
220,Travis Knight,C,25,LAL,63,0,410,46,118,0,0,46,118,17,28,46,83,129,23,6,23,26,88,109
221,Toni Kukoč,SF,31,TOT,56,31,1784,297,728,44,168,253,560,192,265,75,198,273,265,77,28,146,112,830
222,Christian Laettner,C,30,DET,82,82,2443,379,801,7,24,372,777,237,292,175,378,553,186,83,45,186,326,1002
223,Raef LaFrentz,C,23,DEN,81,80,2435,392,879,60,183,332,696,162,236,170,471,641,97,42,180,96,292,1006
224,Andrew Lang,C,33,NYK,19,10,244,28,64,0,0,28,64,3,7,16,44,60,3,8,6,5,31,59
225,Antonio Lang,SF,27,TOT,10,0,38,1,6,0,0,1,6,4,5,0,5,5,2,4,1,2,8,6
226,Trajan Langdon,SG,23,CLE,10,0,145,15,40,8,19,7,21,11,11,4,11,15,11,5,0,6,16,49
227,Rusty LaRue,PG,26,CHI,4,1,129,15,43,2,14,13,29,5,7,1,9,10,11,7,0,7,9,37
228,Tim Legler,SG,33,GSW,23,4,284,28,78,7,21,21,57,14,18,4,19,23,24,4,1,6,33,77
229,Voshon Lenard,SG,26,MIA,53,13,1434,228,560,89,228,139,332,84,106,37,116,153,136,41,15,80,127,629
230,Quincy Lewis,SG,22,UTA,74,0,896,111,298,23,63,88,235,38,52,46,67,113,40,24,15,46,158,283
231,Rashard Lewis,SF,20,SEA,82,8,1575,275,566,40,120,235,446,84,123,127,209,336,70,62,36,78,163,674
232,Randy Livingston,PG,24,PHO,79,15,1081,155,373,19,55,136,318,52,62,25,105,130,170,49,13,92,129,381
