Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
32,Travis Best,PG,31,DAL,61,1,762,64,172,3,20,61,152,40,46,17,51,68,112,31,4,33,66,171
33,Mike Bibby,PG,25,SAC,82,82,2980,527,1170,148,378,379,792,304,373,67,210,277,444,112,18,175,146,1506
34,Chauncey Billups,PG,27,DET,78,78,2758,392,996,130,335,262,661,404,460,35,241,276,446,84,8,189,177,1318
35,Steve Blake,PG,23,WAS,75,14,1392,157,407,75,202,82,205,55,67,18,99,117,209,57,7,128,100,444
37,Mark Blount,C,28,BOS,82,73,2402,342,604,0,0,342,604,159,221,207,382,589,75,80,106,150,253,843
38,Keith Bogans,SF,23,ORL,73,36,1787,183,454,67,187,116,267,65,103,106,211,317,98,46,10,75,128,498
39,Calvin Booth,C,27,SEA,71,35,1206,135,290,0,2,135,288,75,94,86,194,280,28,17,101,45,150,345
40,Carlos Boozer,PF,22,CLE,75,75,2592,471,900,1,6,470,894,219,285,230,627,857,148,74,55,134,199,1162
41,Curtis Borchardt,C,23,UTA,16,0,258,22,56,0,1,22,55,14,18,13,41,54,15,4,14,18,40,58
42,Chris Bosh,C,19,TOR,75,63,2510,327,712,5,14,322,698,202,288,191,366,557,78,59,106,107,215,861
43,Ruben Boumtje-Boumtje,C,25,POR,9,0,26,1,5,0,0,1,5,2,2,0,1,1,1,0,1,0,2,4
44,Bruce Bowen,SF,32,SAS,82,82,2624,211,502,77,212,134,290,66,114,45,208,253,113,84,33,90,166,565
45,Ryan Bowen,PF,28,DEN,52,1,392,18,53,0,0,18,53,10,12,39,48,87,18,18,16,6,47,46
46,Earl Boykins,SG,27,DEN,82,3,1849,321,766,55,171,266,595,142,162,42,101,143,295,51,3,100,84,839
48,Shawn Bradley,C,31,DAL,66,5,773,89,188,0,1,89,187,41,49,72,101,173,20,33,74,17,130,219
49,Torraye Braggs,PF,27,TOT,15,0,154,16,33,0,0,16,33,8,12,18,21,39,7,4,2,13,29,40
50,Elton Brand,PF,24,LAC,69,68,2670,484,982,0,1,484,981,411,532,269,445,714,227,64,154,193,229,1379
51,J.R. Bremer,PG,23,TOT,36,2,443,43,158,19,74,24,84,13,20,9,27,36,51,18,4,24,32,118
52,Jamison Brewer,PG,23,IND,13,1,160,13,35,5,14,8,21,1,6,2,9,11,17,7,0,10,9,32
53,Primož Brezec,C,24,IND,18,0,72,12,26,0,0,12,26,4,6,5,10,15,3,0,3,6,13,28
54,Damone Brown,PF,24,NJN,3,0,17,1,10,0,0,1,10,1,2,3,2,5,0,2,0,1,2,3
55,Devin Brown,SG,25,SAS,58,0,627,85,196,4,14,81,182,60,74,38,92,130,33,15,4,38,61,234
56,Kedrick Brown,SF,22,TOT,55,26,969,117,254,38,99,79,155,17,27,41,105,146,64,30,7,29,80,289
57,Kwame Brown,PF,21,WAS,74,57,2239,288,589,1,2,287,587,228,334,178,372,550,112,66,52,140,144,805
58,P.J. Brown,PF,34,NOH,80,80,2753,339,712,0,1,339,711,158,185,237,453,690,155,78,73,101,203,836
59,Tierre Brown,PG,24,NOH,3,0,17,2,4,0,0,2,4,2,4,0,1,1,2,0,0,7,1,6
60,Rick Brunson,PG,31,TOT,40,0,412,40,105,11,23,29,82,27,31,9,28,37,82,25,3,33,44,118
61,Kobe Bryant,SG,25,LAL,65,64,2447,516,1178,71,217,445,961,454,533,103,256,359,330,112,28,171,176,1557
62,Greg Buckner,SG,27,PHI,53,3,703,66,175,12,44,54,131,20,27,28,75,103,45,21,4,34,77,164
63,Rodney Buford,SF,26,SAC,22,0,141,19,56,0,2,19,54,3,6,6,9,15,7,6,1,4,9,41
64,Caron Butler,SF,23,MIA,68,56,2030,240,631,10,42,230,589,133,176,92,234,326,126,75,13,91,162,623
65,Mitchell Butler,SG,33,WAS,41,4,552,54,124,11,30,43,94,15,24,24,47,71,32,22,4,24,54,134
66,Rasual Butler,SF,24,MIA,45,0,675,119,250,50,108,69,142,16,21,4,57,61,23,10,13,28,72,304
67,Žarko Čabarkapa,PF,22,PHO,49,4,570,81,197,6,32,75,165,35,53,26,73,99,40,10,13,54,75,203
68,Marcus Camby,C,29,DEN,72,72,2162,262,549,0,2,262,547,98,136,211,516,727,132,86,187,98,239,622
69,Elden Campbell,C,35,DET,65,27,892,138,314,0,0,138,314,85,124,52,157,209,45,21,50,63,137,361
70,Brian Cardinal,PF,26,GSW,76,11,1634,220,466,55,124,165,342,238,271,100,217,317,103,66,20,84,206,733
71,Matt Carroll,SG,23,TOT,16,0,70,7,16,1,3,6,13,4,6,1,5,6,2,1,0,6,8,19
72,Anthony Carter,PG,28,SAS,5,2,87,11,37,0,3,11,34,0,0,2,9,11,12,4,0,12,9,22
73,Maurice Carter,SG,27,TOT,10,0,110,11,35,4,11,7,24,16,20,2,9,11,4,0,0,9,10,42
74,Vince Carter,SG,27,TOR,73,73,2785,608,1457,93,243,515,1214,336,417,95,254,349,348,88,65,223,212,1645
75,Sam Cassell,PG,34,MIN,81,81,2838,620,1270,74,186,546,1084,289,331,44,227,271,592,102,18,220,247,1603
76,Kelvin Cato,PF,29,HOU,69,67,1743,161,360,0,0,161,360,96,142,153,319,472,72,52,96,84,203,418
77,Tyson Chandler,PF,21,CHI,35,8,782,67,158,0,1,67,157,79,118,82,188,270,23,17,43,38,87,213
78,Calbert Cheaney,SF,32,GSW,79,7,2067,278,578,0,10,278,568,47,77,77,183,260,136,60,12,85,184,603
79,Doug Christie,SG,33,SAC,82,82,2780,317,688,49,142,268,546,148,172,69,260,329,347,151,41,155,186,831
80,Keon Clark,PF,28,UTA,2,0,27,2,6,0,0,2,6,0,0,1,6,7,1,1,0,0,1,4
81,Speedy Claxton,PG,25,GSW,60,29,1595,224,524,4,22,220,502,182,224,38,118,156,267,97,9,102,146,634
82,Mateen Cleaves,PG,26,CLE,4,2,92,7,23,0,1,7,22,1,2,1,6,7,19,4,2,5,13,15
83,Derrick Coleman,C,36,PHI,34,30,843,107,259,8,36,99,223,49,65,45,147,192,46,23,26,57,79,271
84,Bimbo Coles,PG,35,MIA,22,1,170,12,34,0,0,12,34,4,6,2,8,10,15,3,0,9,27,28
85,Jason Collier,C,26,ATL,20,16,545,79,165,1,4,78,161,67,85,36,75,111,17,11,11,31,71,226
86,Jarron Collins,C,25,UTA,81,31,1732,147,295,0,1,147,294,188,262,117,199,316,77,26,18,79,255,482
87,Jason Collins,C,25,NJN,78,78,2220,163,384,0,2,163,382,136,184,143,257,400,153,67,56,97,251,462
88,Brian Cook,C,23,LAL,35,2,442,67,141,0,5,67,136,21,28,31,70,101,20,16,16,17,64,155
89,Omar Cook,PG,22,POR,17,0,139,7,27,0,1,7,26,0,0,3,3,6,24,10,0,10,14,14
90,Chris Crawford,PF,28,ATL,56,25,1207,211,471,44,113,167,358,103,119,58,117,175,45,37,20,55,131,569
91,Jamal Crawford,SG,23,CHI,80,73,2811,509,1318,165,521,344,797,200,240,46,237,283,405,111,29,193,161,1383
92,Austin Croshere,PF,28,IND,77,0,1051,119,307,56,144,63,163,93,104,60,183,243,52,24,14,55,101,387
93,Eddy Curry,PF,21,CHI,73,63,2154,417,840,1,1,416,839,235,350,143,308,451,68,24,83,177,258,1070
94,Michael Curry,SF,35,TOR,70,15,1229,76,196,3,15,73,181,49,58,22,65,87,53,23,5,48,153,204
95,Samuel Dalembert,C,22,PHI,82,53,2197,270,499,0,1,270,498,112,174,194,432,626,21,44,189,86,273,652
96,Erick Dampier,C,28,GSW,74,74,2403,348,650,0,2,348,648,217,332,344,543,887,60,33,137,131,227,913
97,Antonio Daniels,PG,28,SEA,71,32,1512,187,398,42,116,145,282,155,184,23,119,142,298,45,6,61,64,571
98,Marquis Daniels,SG,23,DAL,56,15,1039,203,411,11,36,192,375,60,78,66,80,146,116,53,12,44,51,477
99,Antonio Davis,C,35,TOT,80,79,2570,266,660,0,0,266,660,176,230,207,464,671,137,37,65,114,206,708
100,Baron Davis,PG,24,NOH,67,66,2686,554,1402,187,582,367,820,237,352,66,221,287,501,158,27,215,178,1532
101,Dale Davis,C,34,POR,76,37,1682,133,281,0,0,133,281,65,106,158,240,398,72,43,62,40,154,331
102,Hubert Davis,SG,33,TOT,17,0,78,1,11,0,1,1,10,2,2,2,6,8,4,2,0,3,12,4
103,Josh Davis,PF,23,ATL,4,1,23,2,5,0,2,2,3,1,1,1,4,5,0,0,0,2,3,5
105,Andrew DeClercq,C,30,ORL,71,53,1211,93,195,0,0,93,195,44,54,131,186,317,44,47,32,54,217,230
106,Tony Delk,SG,30,DAL,33,11,509,70,184,20,66,50,118,37,44,16,43,59,28,27,7,17,46,197
107,Derrick Dial,SG,28,ORL,9,0,86,9,28,2,9,7,19,6,8,5,8,13,2,6,0,1,6,26
108,Boris Diaw,SG,21,ATL,76,37,1919,140,313,6,26,134,287,56,93,111,231,342,182,59,37,126,191,342
109,Dan Dickau,PG,25,TOT,43,0,294,37,98,10,30,27,68,11,14,7,19,26,38,17,0,26,44,95
110,Kaniel Dickens,PF,25,POR,3,0,12,3,3,0,0,3,3,1,2,2,0,2,0,0,0,1,3,7
111,DeSagana Diop,C,22,CLE,56,3,730,57,147,0,0,57,147,12,20,72,127,199,34,26,51,29,116,126
112,Vlade Divac*,C,35,SAC,81,81,2317,314,668,2,13,312,655,170,260,136,327,463,432,57,77,173,222,800
113,Juan Dixon,SG,25,WAS,71,16,1478,247,637,59,198,188,439,111,139,30,118,148,137,82,4,104,111,664
114,Michael Doleac,C,26,TOT,72,0,1029,140,322,0,0,140,322,45,52,88,177,265,44,23,36,48,142,325
115,Keyon Dooling,PG,23,LAC,58,24,1137,137,352,8,46,129,306,78,94,17,62,79,130,45,6,65,108,360
116,Bryce Drew,PG,29,NOH,15,0,78,4,18,1,7,3,11,3,3,0,6,6,13,4,0,8,1,12
117,Predrag Drobnjak,C,28,LAC,61,14,949,149,379,11,36,138,343,73,86,54,142,196,39,22,24,48,85,382
118,Tim Duncan,PF,27,SAS,69,68,2527,592,1181,2,12,590,1169,352,588,227,632,859,213,62,185,183,164,1538
119,Mike Dunleavy,SF,23,GSW,75,69,2336,323,720,94,254,229,466,137,185,87,355,442,220,68,13,143,169,877
120,Ronald Dupree,SF,23,CHI,47,8,893,111,282,4,9,107,273,66,105,55,112,167,55,32,18,51,134,292
121,Ndudi Ebi,SF,19,MIN,17,0,32,6,14,0,0,6,14,1,4,2,1,3,3,0,4,3,6,13
122,Howard Eisley,PG,31,TOT,67,23,1457,166,451,52,163,114,288,76,89,20,109,129,273,56,5,98,137,460
123,Francisco Elson,C,27,DEN,62,14,875,94,199,0,1,94,198,30,45,65,138,203,32,35,39,35,145,218
124,Melvin Ely,PF,25,LAC,42,2,510,66,153,0,1,66,152,25,42,48,53,101,22,9,17,20,68,157
125,Reggie Evans,PF,23,SEA,75,27,1280,67,165,0,3,67,162,83,148,156,252,408,33,54,10,65,176,217
126,Desmond Ferguson,SF,26,POR,7,0,32,5,12,3,8,2,4,0,2,0,4,4,1,0,0,1,0,13
127,Michael Finley,SG,30,DAL,72,72,2778,514,1159,150,370,364,789,164,193,78,247,325,212,84,39,83,118,1342
128,Derek Fisher,SG,29,LAL,82,3,1769,203,576,52,179,151,397,122,153,30,122,152,187,103,4,79,115,580
129,Marcus Fizer,SF,25,CHI,46,2,738,134,350,2,17,132,333,90,120,61,141,202,43,16,8,51,97,360
130,Alton Ford,PF,22,HOU,9,0,41,6,11,0,0,6,11,3,6,3,8,11,3,0,1,3,9,15
131,T.J. Ford,PG,20,MIL,55,55,1472,153,398,5,21,148,377,80,98,37,140,177,356,60,3,139,123,391
132,Danny Fortson,C,27,DAL,56,20,625,71,139,0,0,71,139,75,92,114,136,250,9,12,11,37,148,217
133,Jeff Foster,C,27,IND,82,79,1961,197,362,0,4,197,358,103,154,248,362,610,64,71,27,60,189,497
134,Tremaine Fowlkes,SF,27,DET,36,0,261,15,48,1,8,14,40,13,18,18,35,53,14,9,3,12,37,44
135,Rick Fox,SF,34,LAL,38,34,846,73,186,15,61,58,125,22,30,29,73,102,98,29,4,48,99,183
136,Adonal Foyle,C,28,GSW,44,8,572,59,130,0,0,59,130,19,35,54,113,167,17,6,46,21,68,137
137,Richie Frahm,SF,26,SEA,54,0,469,63,139,34,92,29,47,23,26,12,44,56,24,16,4,7,50,183
138,Steve Francis,PG,26,HOU,79,79,3194,450,1117,73,250,377,867,337,435,116,317,433,493,139,35,294,257,1310
139,Hiram Fuller,PF,22,ATL,4,0,43,3,8,0,0,3,8,2,6,4,7,11,2,0,1,4,5,8
140,Dan Gadzuric,C,25,MIL,75,0,1260,183,349,0,1,183,348,58,118,126,220,346,28,51,105,45,186,424
141,Reece Gaines,PG,23,ORL,38,1,364,25,86,3,10,22,76,16,25,8,31,39,40,11,2,18,22,69
142,Alex Garcia,SG,23,SAS,2,0,13,1,7,0,0,1,7,1,2,0,0,0,0,2,0,1,0,3
143,Kevin Garnett,PF,27,MIN,82,82,3231,804,1611,11,43,793,1568,368,465,245,894,1139,409,120,178,212,202,1987
144,Pat Garrity,PF,27,ORL,2,0,22,1,3,0,0,1,3,0,0,0,0,0,1,0,0,0,2,2
145,Pau Gasol,PF,23,MEM,78,78,2458,506,1049,4,15,502,1034,365,511,206,394,600,198,44,132,187,185,1381
146,Devean George,SF,26,LAL,82,48,1951,233,571,65,186,168,385,73,96,87,245,332,112,81,38,88,189,604
147,Eddie Gill,PG,25,POR,22,0,157,15,36,3,8,12,28,17,20,4,13,17,16,9,1,12,16,50
148,Kendall Gill,SG,35,CHI,56,35,1411,215,548,9,38,206,510,100,136,61,129,190,89,65,16,83,107,539
149,Manu Ginóbili,SG,26,SAS,77,38,2260,330,789,88,245,242,544,239,298,86,258,344,291,136,16,161,181,987
151,Dion Glover,SG,25,TOT,69,30,1643,230,589,40,119,190,470,120,156,58,208,266,130,50,19,102,123,620
152,Anthony Goldwire,PG,32,TOT,11,0,85,7,22,2,8,5,14,1,1,1,6,7,11,5,0,3,5,17
153,Drew Gooden,PF,22,ORL,79,17,2134,369,829,9,42,360,787,167,262,160,356,516,89,62,72,126,196,914
154,Brian Grant,C,31,MIA,76,76,2303,289,613,0,1,289,612,86,110,174,350,524,69,51,35,82,254,664
155,Horace Grant,PF,38,LAL,55,10,1106,92,224,0,1,92,223,39,54,79,154,233,71,24,21,29,70,223
156,Paul Grant,C,30,UTA,10,0,98,11,23,0,0,11,23,3,8,7,10,17,3,1,1,7,17,25
157,Willie Green,SG,22,PHI,53,0,767,143,357,19,61,124,296,59,81,16,49,65,53,26,5,59,83,364
158,Adrian Griffin,SG,29,HOU,19,1,133,5,18,1,2,4,16,0,4,1,18,19,10,7,2,3,17,11
159,Tom Gugliotta,PF,34,TOT,55,27,819,70,203,1,4,69,199,20,28,65,122,187,63,31,12,39,81,161
160,Marcus Haislip,PF,23,MIL,31,0,263,36,74,1,2,35,72,20,28,21,32,53,4,6,12,9,25,93
161,Darvin Ham,SF,30,DET,54,2,484,37,75,1,2,36,73,21,35,47,46,93,16,13,8,31,63,96
162,Richard Hamilton,SG,25,DET,78,78,2772,530,1166,18,68,512,1098,297,342,78,201,279,310,103,17,210,222,1375
163,Zendon Hamilton,C,28,PHI,46,0,473,51,95,0,0,51,95,67,96,49,97,146,13,8,8,27,74,169
164,Ben Handlogten,C,30,UTA,17,0,172,25,47,0,0,25,47,18,27,22,33,55,6,3,4,10,32,68
165,Travis Hansen,SF,25,ATL,41,4,507,46,130,9,30,37,100,22,27,30,40,70,19,10,9,15,67,123
166,Anfernee Hardaway,SG,32,TOT,76,14,2095,279,679,30,79,249,600,111,138,69,218,287,176,70,20,107,146,699
167,Matt Harpring,SF,27,UTA,31,31,1134,193,410,8,33,185,377,108,157,91,156,247,63,22,2,65,102,502
168,Al Harrington,PF,23,IND,79,15,2441,421,909,21,77,400,832,185,252,163,345,508,131,80,22,163,250,1048
169,Othella Harrington,PF,30,NYK,56,3,872,100,202,0,0,100,202,58,78,58,119,177,29,12,14,65,134,258
170,Lucious Harris,PG,33,NJN,69,15,1504,187,463,38,101,149,362,66,78,39,101,140,135,41,2,53,74,478
171,Jason Hart,PG,25,SAS,53,5,660,71,159,2,9,69,150,33,43,10,69,79,81,28,5,29,59,177
172,Donnell Harvey,PF,23,TOT,60,8,783,89,201,0,3,89,198,61,83,48,116,164,21,24,27,45,129,239
173,Udonis Haslem,PF,23,MIA,75,24,1795,205,447,0,3,205,444,140,183,189,284,473,51,33,24,74,197,550
174,Trenton Hassell,SG,24,MIN,81,74,2264,177,381,4,13,173,368,48,61,68,189,257,133,36,54,46,200,406
175,Jarvis Hayes,SF,22,WAS,70,42,2044,278,695,40,131,238,564,77,98,71,193,264,106,71,11,110,157,673
176,Brendan Haywood,C,24,WAS,77,59,1484,200,388,0,1,200,387,137,234,186,201,387,43,32,100,80,154,537
177,Shane Heal,PG,33,SAS,6,0,72,7,24,4,18,3,6,4,5,1,3,4,5,1,0,5,2,22
178,Alan Henderson,PF,31,ATL,6,0,68,10,21,0,0,10,21,4,6,11,10,21,2,1,2,3,1,24
179,Nenê Hilário,PF,21,DEN,77,77,2504,334,630,0,2,334,628,240,352,154,349,503,168,116,41,183,280,908
180,Tyrone Hill,PF,35,MIA,5,0,38,3,5,0,0,3,5,3,4,5,3,8,0,0,1,2,10,9
181,Kirk Hinrich,PG,23,CHI,76,66,2706,318,823,144,369,174,454,135,168,42,217,259,517,101,21,204,276,915
182,Fred Hoiberg,SG,31,MIN,79,3,1804,178,383,76,172,102,211,98,116,21,247,268,109,66,10,44,136,530
183,Robert Horry,PF,33,SAS,81,1,1290,141,348,41,108,100,240,69,107,108,164,272,101,48,49,55,165,392
184,Eddie House,SG,25,LAC,60,10,1188,161,449,51,136,110,313,36,45,28,110,138,148,65,4,63,92,409
185,Allan Houston,SG,32,NYK,50,50,1799,340,781,87,202,253,579,157,172,20,101,121,99,38,2,102,105,924
186,Josh Howard,SF,23,DAL,67,29,1589,229,532,20,66,209,466,97,138,149,219,368,97,69,54,67,168,575
187,Juwan Howard,PF,30,ORL,81,77,2877,529,1169,0,1,529,1168,318,393,171,399,570,158,54,22,178,284,1376
188,Troy Hudson,PG,27,MIN,29,1,503,80,207,31,77,49,130,27,33,4,31,35,70,7,0,34,32,218
189,Larry Hughes,SG,25,WAS,61,61,2061,401,1009,79,232,322,777,267,335,96,230,326,148,95,26,152,147,1148
190,Ryan Humphrey,PF,24,MEM,2,0,11,1,4,0,1,1,3,0,0,2,1,3,1,1,0,2,3,2
191,Brandon Hunter,PF,23,BOS,36,12,406,53,116,0,3,53,113,19,43,50,68,118,19,13,1,22,40,125
192,Lindsey Hunter,SG,33,DET,33,8,661,49,143,14,50,35,93,5,8,13,54,67,85,39,6,34,45,117
193,Steven Hunter,C,22,ORL,59,23,789,82,155,0,0,82,155,23,69,54,116,170,12,5,73,29,101,187
194,Zydrunas Ilgauskas,C,28,CLE,81,81,2539,466,965,2,7,464,958,303,406,279,374,653,109,39,201,163,277,1237
195,Allen Iverson*,SG,28,PHI,48,47,2040,435,1125,57,199,378,926,339,455,34,144,178,324,115,5,209,87,1266
196,Bobby Jackson,SG,30,SAC,50,0,1185,263,592,81,219,182,373,82,109,55,119,174,105,49,8,63,106,689
197,Jim Jackson,SF,33,HOU,80,80,3119,382,900,162,405,220,495,107,127,52,435,487,226,86,23,175,227,1033
198,Marc Jackson,PF,29,PHI,22,13,598,71,171,0,1,71,170,64,81,45,81,126,18,12,6,24,45,206
199,Mark Jackson,PG,38,HOU,42,3,577,34,100,7,41,27,59,28,39,10,60,70,119,17,1,53,41,103
200,Stephen Jackson,SF,25,ATL,80,78,2940,536,1261,145,427,391,834,233,297,97,273,370,244,142,20,223,216,1450
201,Casey Jacobsen,SF,22,PHO,78,13,1828,150,360,75,180,75,180,91,111,42,159,201,98,48,9,68,144,466
202,Jerome James,C,28,SEA,65,24,990,129,259,0,0,129,259,66,100,78,152,230,32,20,60,82,180,324
203,LeBron James,SG,19,CLE,79,79,3122,622,1492,63,217,559,1275,347,460,99,333,432,465,130,58,273,149,1654
204,Mike James,PG,28,TOT,81,55,2196,272,657,106,281,166,376,103,127,28,206,234,339,96,3,124,156,753
205,Antawn Jamison,SF,27,DAL,82,2,2376,488,913,16,40,472,873,220,294,233,287,520,70,83,30,81,174,1212
206,Marko Jarić,PG,25,LAC,58,50,1760,185,477,51,150,134,327,74,101,44,131,175,281,93,20,115,132,495
208,Richard Jefferson,SF,23,NJN,82,82,3133,555,1115,48,132,507,983,357,468,109,355,464,315,92,28,198,224,1515
209,Jared Jeffries,PF,22,WAS,82,38,1913,177,469,5,30,172,439,105,171,180,244,424,93,48,28,107,212,464
210,Britton Johnsen,C,24,ORL,20,4,290,17,59,1,12,16,47,7,16,15,30,45,12,7,1,14,28,42
211,Anthony Johnson,PG,29,IND,73,7,1598,167,411,41,122,126,289,75,94,28,102,130,202,64,8,75,138,450
212,Avery Johnson,PG,38,GSW,46,1,637,80,199,0,3,80,196,52,78,3,30,33,111,26,3,51,34,212
213,DerMarr Johnson,SF,23,NYK,21,1,287,36,97,13,36,23,61,28,31,5,34,39,11,8,7,16,32,113
214,Ervin Johnson,C,36,MIN,66,47,965,55,103,0,1,55,102,17,28,61,171,232,24,27,43,30,156,127
215,Joe Johnson,SG,22,PHO,82,77,3331,555,1291,83,272,472,1019,174,232,80,305,385,362,93,26,199,177,1367
216,Linton Johnson,SF,23,CHI,41,20,734,72,203,7,33,65,170,22,37,59,124,183,27,37,32,37,90,173
217,Dahntay Jones,SG,23,MEM,20,0,154,15,53,1,4,14,49,5,11,7,16,23,12,5,6,12,23,36
218,Damon Jones,PG,27,MIL,82,26,2016,210,524,98,273,112,251,55,72,15,155,170,478,30,4,103,92,573
219,Eddie Jones,SG,32,MIA,81,81,2998,473,1156,177,479,296,677,278,333,38,270,308,258,92,34,129,226,1401
220,Fred Jones,SG,24,IND,81,2,1508,123,311,27,89,96,222,124,149,25,101,126,173,65,18,73,132,397
221,James Jones,SF,23,IND,6,0,26,2,9,1,4,1,5,2,2,0,2,2,0,1,0,0,1,7
222,Jumaine Jones,SG,24,BOS,42,2,373,33,96,13,44,20,52,14,23,24,44,68,14,12,9,19,48,93
223,Popeye Jones,PF,33,GSW,5,0,10,0,2,0,0,0,2,0,0,1,0,1,0,0,0,0,2,0
224,Chris Kaman,C,21,LAC,82,61,1843,200,435,0,2,200,433,99,142,126,335,461,85,23,73,155,211,499
225,Jason Kapono,SF,22,CLE,41,3,427,52,129,21,44,31,85,20,24,19,36,55,14,13,2,21,41,145
226,Jason Kidd*,PG,30,NJN,67,66,2450,368,959,94,293,274,666,206,249,85,343,428,618,122,14,214,110,1036
227,Andrei Kirilenko,PF,22,UTA,78,78,2895,412,931,68,201,344,730,392,496,226,403,629,244,150,215,215,174,1284
228,Kerry Kittles,SG,29,NJN,82,82,2842,434,959,97,276,337,683,107,136,56,271,327,206,125,40,95,144,1072
229,Brevin Knight,PG,28,TOT,56,13,1037,105,246,2,8,103,238,49,65,14,98,112,204,84,1,72,107,261
230,Kyle Korver,SF,22,PHI,74,0,882,115,327,81,207,34,120,19,24,30,81,111,40,25,8,41,102,330
231,Toni Kukoč,PF,35,MIL,73,0,1522,211,506,49,168,162,338,145,199,60,211,271,200,59,21,110,110,616
232,Christian Laettner,PF,34,WAS,48,18,984,119,256,6,21,113,235,40,50,50,182,232,89,37,28,42,102,284
233,Raef LaFrentz,C,27,BOS,17,1,328,57,124,8,40,49,84,10,13,30,49,79,24,8,13,11,47,132
234,Maciej Lampe,C,18,PHO,21,0,224,43,88,0,4,43,84,10,13,9,35,44,9,3,3,15,28,96
235,Sean Lampley,SF,24,GSW,10,0,63,13,20,0,0,13,20,8,12,2,9,11,2,0,1,3,2,34
236,Dan Langhi,SF,26,TOT,6,0,37,5,14,1,2,4,12,2,2,0,4,4,0,0,0,2,7,13
237,Rusty LaRue,PG,30,GSW,4,0,22,1,3,1,1,0,2,1,2,0,3,3,2,2,0,4,2,4
