Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
23,Jeff Ayres,C,22,POR,39,4,405,43,65,0,0,43,65,18,20,25,73,98,1,7,16,12,76,104
24,Kelenna Azubuike,SF,26,GSW,9,7,231,48,88,10,27,38,61,19,28,12,29,41,10,5,9,7,16,125
25,Renaldo Balkman,SF,25,DEN,13,1,91,6,18,0,7,6,11,2,6,4,19,23,7,8,2,6,16,14
26,Marcus Banks,PG,28,TOR,22,0,244,39,73,7,24,32,49,24,29,3,20,23,26,12,2,20,30,109
27,Leandro Barbosa,PG,27,PHO,44,5,786,155,365,44,136,111,229,64,73,11,58,69,64,23,12,46,71,418
28,J.J. Barea,PG,25,DAL,78,18,1546,232,527,56,157,176,370,76,90,17,129,146,258,35,6,102,119,596
29,Andrea Bargnani,PF,24,TOR,80,80,2799,537,1143,121,325,416,818,181,234,105,388,493,93,25,111,120,215,1376
30,Matt Barnes,SF,29,ORL,81,58,2097,271,557,66,207,205,350,108,146,106,339,445,134,59,30,112,185,716
31,Earl Barron,C,28,NYK,7,6,232,30,68,0,0,30,68,22,29,31,46,77,8,4,4,11,24,82
32,Brandon Bass,PF,24,ORL,50,3,648,119,233,0,0,119,233,52,63,54,73,127,19,12,27,31,69,290
33,Tony Battie,C,33,NJN,15,0,134,14,40,1,4,13,36,7,10,4,19,23,3,4,2,3,19,36
34,Shane Battier,SG,31,HOU,67,62,2168,178,447,101,279,77,168,77,106,74,238,312,164,53,76,64,139,534
35,Nicolas Batum,SF,21,POR,37,25,918,139,268,54,132,85,136,43,51,32,109,141,44,24,25,27,83,375
36,Jerryd Bayless,SG,21,POR,74,11,1304,200,483,29,92,171,391,201,242,18,102,120,172,26,5,94,152,630
37,Michael Beasley,PF,21,MIA,78,78,2328,468,1040,28,102,440,938,192,240,123,375,498,100,80,49,131,221,1156
38,Rodrigue Beaubois,PG,21,DAL,56,16,700,155,299,45,110,110,189,42,52,12,66,78,74,29,12,54,84,397
39,Marco Belinelli,SG,23,TOR,66,1,1121,154,379,60,158,94,221,101,121,14,81,95,89,42,5,60,80,469
40,Charlie Bell,SG,30,MIL,71,39,1611,169,443,73,200,96,243,48,67,31,101,132,104,39,12,54,136,459
41,Raja Bell,SG,33,TOT,6,5,180,28,61,12,27,16,34,3,3,5,18,23,13,4,2,5,15,71
42,Jonathan Bender,SF,29,NYK,25,1,292,40,100,14,39,26,61,24,26,15,37,52,16,2,17,28,33,118
43,Mike Bibby,PG,31,ATL,80,80,2195,268,644,126,324,142,320,68,79,20,164,184,310,67,3,90,157,730
44,Andris Biedriņš,C,23,GSW,33,29,763,81,137,0,0,81,137,4,25,63,196,259,57,20,44,32,117,166
45,Chauncey Billups,PG,33,DEN,73,73,2490,402,962,157,407,245,555,466,512,25,203,228,409,82,9,177,153,1427
46,DeJuan Blair,PF,20,SAS,82,23,1494,275,495,0,2,275,493,88,161,200,326,526,65,50,39,112,224,638
47,Steve Blake,PG,29,TOT,80,38,2159,217,522,116,294,101,228,36,48,21,166,187,380,58,6,128,123,586
48,Andray Blatche,PF,23,WAS,81,36,2256,478,999,13,44,465,955,174,234,158,351,509,170,85,71,182,218,1143
49,Keith Bogans,SF,29,SAS,79,50,1559,120,298,70,196,50,102,37,50,25,151,176,95,45,12,53,156,347
50,Andrew Bogut,C,25,MIL,69,69,2229,473,910,0,2,473,908,149,237,208,493,701,127,39,175,131,222,1095
51,Matt Bonner,PF,29,SAS,65,8,1161,166,372,90,231,76,141,35,48,52,162,214,68,30,24,39,109,457
52,Josh Boone,PF,25,NJN,63,28,1045,117,223,0,0,117,223,19,58,124,191,315,29,30,48,37,111,253
53,Carlos Boozer,PF,28,UTA,78,78,2673,617,1098,0,0,617,1098,285,384,181,693,874,247,84,36,212,270,1519
54,Chris Bosh,C,25,TOR,70,70,2526,600,1158,8,22,592,1136,470,590,205,554,759,166,43,68,169,170,1678
55,Ryan Bowen,SF,34,OKC,1,0,8,1,1,0,0,1,1,2,2,1,1,2,0,1,0,0,2,4
56,Earl Boykins,PG,33,WAS,67,1,1117,172,403,19,60,153,343,77,89,17,58,75,171,24,3,69,48,440
57,Elton Brand,PF,30,PHI,76,57,2297,412,858,0,1,412,857,172,233,179,282,461,109,82,80,131,232,996
58,Corey Brewer,SG,23,MIN,82,82,2482,409,949,82,237,327,712,166,256,70,209,279,193,117,29,164,224,1066
59,Ronnie Brewer,SG,24,TOT,58,53,1742,209,429,8,31,201,398,85,133,45,142,187,154,91,15,53,80,511
60,Primož Brezec,C,30,TOT,21,0,95,9,26,0,0,9,26,1,6,12,13,25,1,1,3,2,19,19
61,Jon Brockman,PF,22,SAC,52,4,654,55,103,0,0,55,103,37,62,105,108,213,22,15,5,23,115,147
62,Aaron Brooks,PG,25,HOU,82,82,2919,575,1331,209,525,366,806,245,298,54,161,215,434,69,14,232,199,1604
63,Bobby Brown,PG,25,TOT,45,0,519,88,237,26,98,62,139,13,15,9,29,38,88,15,1,46,42,215
64,Derrick Brown,SF,22,CHA,57,0,535,68,147,2,7,66,140,48,72,31,47,78,19,21,10,19,53,186
65,Devin Brown,SG,31,TOT,50,37,1060,136,361,58,164,78,197,69,86,29,95,124,65,33,6,62,72,399
66,Kwame Brown,C,27,DET,48,1,660,62,124,0,1,62,123,33,98,53,124,177,22,15,12,43,93,157
67,Shannon Brown,SG,24,LAL,82,7,1700,253,592,62,189,191,403,99,121,30,153,183,108,57,31,67,129,667
68,Kobe Bryant,SG,31,LAL,73,73,2835,716,1569,99,301,617,1268,439,541,78,313,391,365,113,20,233,187,1970
69,Chase Budinger,SF,21,HOU,74,4,1488,249,565,92,249,157,316,67,87,38,182,220,88,34,11,48,85,657
71,Rasual Butler,SF,30,LAC,82,64,2702,356,870,145,432,211,438,122,145,39,201,240,116,36,68,79,121,979
72,Andrew Bynum,C,22,LAL,65,65,1977,392,688,0,1,392,687,193,261,177,364,541,68,35,94,115,193,977
73,Will Bynum,PG,27,DET,63,20,1667,237,534,12,55,225,479,142,178,24,118,142,283,55,7,115,143,628
74,José Calderón,PG,28,TOR,68,39,1817,274,568,68,171,206,397,83,104,23,119,142,404,47,7,99,135,699
76,Brian Cardinal,PF,32,MIN,29,0,267,14,36,3,9,11,27,17,18,7,22,29,24,9,3,7,56,48
77,Rodney Carney,SG,25,PHI,68,0,857,113,282,41,135,72,147,52,63,26,111,137,37,25,20,21,79,319
78,DeMarre Carroll,SF,23,MEM,71,1,795,88,222,0,6,88,216,33,53,53,97,150,33,28,9,24,107,209
79,Matt Carroll,SG,29,DAL,25,0,121,18,50,4,19,14,31,6,6,4,8,12,6,5,0,7,13,46
80,Anthony Carter,PG,34,DEN,54,7,859,76,181,17,63,59,118,11,13,17,72,89,160,39,13,58,72,180
81,Vince Carter,SG,33,ORL,75,74,2310,434,1015,119,324,315,691,257,306,33,260,293,236,53,18,106,189,1244
82,Omri Casspi,SF,21,SAC,77,31,1931,300,672,75,203,225,469,117,174,75,274,349,95,54,17,98,125,792
83,Mario Chalmers,PG,23,MIA,73,22,1807,182,454,75,236,107,218,82,110,25,110,135,246,91,12,123,175,521
84,Tyson Chandler,C,27,CHA,51,27,1163,109,190,0,0,109,190,115,157,114,206,320,16,17,55,91,138,333
85,Wilson Chandler,SG,22,NYK,65,64,2320,412,860,40,150,372,710,129,160,93,255,348,138,46,49,108,184,993
86,Earl Clark,PF,22,PHO,51,0,383,56,151,2,5,54,146,26,36,18,44,62,21,7,13,23,25,140
87,Jarron Collins,C,31,PHO,34,10,261,12,31,0,0,12,31,10,25,22,40,62,6,2,3,10,42,34
88,Jason Collins,C,31,ATL,24,0,115,8,23,0,1,8,22,0,2,5,9,14,4,3,2,5,21,16
89,Mardy Collins,SG,25,LAC,43,0,470,47,128,4,17,43,111,13,21,13,37,50,44,23,1,32,45,111
90,Darren Collison,PG,22,NOH,76,37,2109,376,789,46,115,330,674,148,174,41,151,192,432,78,4,202,92,946
91,Nick Collison,C,29,OKC,75,5,1557,182,309,1,4,181,305,74,107,152,232,384,38,37,48,63,230,439
92,Mike Conley,PG,22,MEM,80,80,2569,369,830,82,212,287,618,139,187,30,161,191,425,109,12,170,178,959
93,Will Conroy,PG,27,HOU,5,0,36,3,10,0,3,3,7,0,2,0,3,3,7,0,0,4,5,6
94,Brian Cook,PF,29,HOU,15,0,44,7,23,2,9,5,14,5,7,1,8,9,1,0,2,6,5,21
95,Daequan Cook,SG,22,MIA,45,3,691,81,253,40,126,41,127,21,25,9,73,82,43,14,10,24,50,223
96,Jamal Crawford,SG,29,ATL,79,0,2460,496,1105,163,427,333,678,270,315,34,167,201,238,61,12,137,132,1425
97,Dante Cunningham,PF,22,POR,63,2,707,106,214,0,2,106,212,31,48,54,106,160,14,24,22,15,97,243
98,Eddy Curry,C,27,NYK,7,0,62,8,21,0,0,8,21,10,17,4,9,13,0,0,1,13,13,26
99,JamesOn Curry,PG,24,LAC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,Stephen Curry,PG,21,GSW,80,77,2896,528,1143,166,380,362,763,177,200,48,308,356,472,152,19,243,252,1399
101,Samuel Dalembert,C,28,PHI,82,80,2124,285,523,0,0,285,523,97,133,239,545,784,64,42,151,123,252,667
102,Erick Dampier,C,34,DAL,55,47,1280,133,213,1,3,132,210,61,101,128,272,400,31,15,77,61,153,328
103,Marquis Daniels,SF,29,BOS,51,4,937,124,249,6,28,118,221,34,56,27,68,95,66,27,6,42,91,288
104,Baron Davis,PG,30,LAC,75,73,2523,412,1015,82,296,330,719,239,291,52,214,266,598,126,43,211,210,1145
105,Glen Davis,PF,24,BOS,54,1,933,122,279,0,4,122,275,96,138,101,104,205,35,21,14,53,132,340
106,Paul Davis,PF,25,WAS,2,0,8,2,4,0,0,2,4,1,2,0,0,0,3,0,1,0,0,5
107,Ricky Davis,SF,30,LAC,36,2,499,62,143,16,42,46,101,18,31,10,47,57,39,11,3,29,39,158
108,Austin Daye,SF,21,DET,69,4,915,137,295,29,95,108,200,46,56,34,140,174,34,25,26,48,114,349
109,Carlos Delfino,SF,27,MIL,75,66,2279,299,732,134,365,165,367,93,119,51,343,394,202,80,21,119,138,825
110,Luol Deng,SF,24,CHI,70,69,2651,473,1014,32,83,441,931,252,330,131,381,512,143,66,61,134,129,1230
111,DeMar DeRozan,SG,20,TOR,77,65,1664,255,512,4,16,251,496,148,194,66,157,223,53,43,18,62,176,662
112,Boris Diaw,PF,27,CHA,82,82,2906,373,773,66,206,307,567,113,147,131,293,424,325,60,57,178,219,925
113,Yakhouba Diawara,SG,27,MIA,6,2,44,2,10,1,6,1,4,0,0,1,3,4,3,1,0,3,8,5
114,Travis Diener,PG,27,TOT,9,0,51,2,10,1,7,1,3,1,4,0,3,3,8,4,0,0,2,6
115,DeSagana Diop,C,28,CHA,27,0,262,15,29,0,0,15,29,2,9,24,41,65,5,5,14,12,31,32
116,Keyon Dooling,PG,29,NJN,53,8,971,129,324,59,157,70,167,47,61,8,46,54,135,34,0,59,82,364
117,Joey Dorsey,PF,26,TOT,15,0,106,9,20,0,0,9,20,5,12,16,27,43,2,3,2,6,21,23
118,Toney Douglas,PG,23,NYK,56,12,1087,179,391,68,175,111,216,55,68,40,68,108,112,42,3,55,116,481
119,Chris Douglas-Roberts,SF,23,NJN,67,38,1730,255,573,14,54,241,519,133,157,45,153,198,93,55,19,97,101,657
120,Goran Dragić,PG,23,PHO,80,2,1442,222,491,74,188,148,303,117,159,38,133,171,241,48,8,126,131,635
121,Jared Dudley,SF,24,PHO,82,1,1991,225,490,120,262,105,228,104,138,99,182,281,115,81,16,68,162,674
122,Chris Duhon,PG,27,NYK,67,59,2072,168,451,90,258,78,193,68,95,28,150,178,378,59,3,110,83,494
123,Tim Duncan,C,33,SAS,78,77,2438,561,1082,2,11,559,1071,271,374,221,567,788,246,45,117,140,152,1395
124,Mike Dunleavy,SF,29,IND,67,15,1486,229,558,75,236,154,322,133,158,25,211,236,103,38,15,72,105,666
125,Kevin Durant,SF,21,OKC,82,82,3239,794,1668,128,351,666,1317,756,840,105,518,623,231,112,84,271,171,2472
126,Wayne Ellington,SG,22,MIN,76,1,1384,190,448,64,162,126,286,61,70,33,126,159,74,20,5,74,72,505
127,Monta Ellis,SG,24,GSW,64,64,2647,631,1406,77,228,554,1178,292,388,47,210,257,340,143,25,244,189,1631
128,Francisco Elson,C,33,TOT,12,0,66,5,15,0,0,5,15,2,5,6,8,14,2,1,0,1,7,12
129,Maurice Evans,SF,31,ATL,79,5,1317,175,393,57,169,118,224,46,61,59,95,154,48,34,17,20,125,453
130,Reggie Evans,PF,29,TOR,28,1,311,34,69,0,0,34,69,27,60,30,75,105,8,14,4,22,44,95
131,Tyreke Evans,SG,20,SAC,72,72,2677,533,1165,36,141,497,1024,348,465,66,314,380,414,109,26,216,204,1450
132,Jordan Farmar,PG,23,LAL,82,0,1474,224,515,86,229,138,286,57,85,14,117,131,127,52,11,72,109,591
133,Raymond Felton,PG,25,CHA,80,80,2643,388,846,60,156,328,690,132,173,53,235,288,446,123,22,168,172,968
134,Rudy Fernández,SG,24,POR,62,2,1441,160,423,98,266,62,157,85,98,35,129,164,127,62,11,72,87,503
135,Kyrylo Fesenko,C,23,UTA,49,5,408,52,95,0,1,52,94,24,57,33,57,90,15,6,19,24,78,128
136,Michael Finley,SF,36,TOT,46,7,709,81,184,32,82,49,102,8,15,6,65,71,43,10,6,21,33,202
137,Derek Fisher,PG,35,LAL,82,82,2227,212,558,78,224,134,334,113,132,25,145,170,201,90,9,78,202,615
138,Jonny Flynn,PG,20,MIN,81,81,2339,397,952,77,215,320,737,223,270,24,167,191,356,82,2,233,98,1094
139,T.J. Ford,PG,26,IND,47,32,1189,186,418,8,50,178,368,104,135,41,108,149,180,44,11,90,102,484
140,Jeff Foster,C,33,IND,16,3,255,22,46,0,1,22,45,5,9,34,47,81,21,3,4,14,45,49
141,Randy Foye,PG,26,WAS,70,38,1667,256,619,63,182,193,437,129,145,16,114,130,228,33,10,94,123,704
142,Channing Frye,C,26,PHO,81,41,2190,317,703,172,392,145,311,98,121,66,361,427,113,64,74,73,263,904
143,Dan Gadzuric,C,31,MIL,32,6,314,39,89,0,0,39,89,10,25,38,54,92,12,9,13,15,63,88
144,Sundiata Gaines,PG,23,UTA,32,0,217,38,82,7,26,31,56,23,46,6,23,29,39,12,0,14,17,106
145,Danilo Gallinari,SF,21,NYK,81,74,2747,392,927,186,488,206,439,251,307,65,333,398,135,75,58,110,191,1221
146,Francisco García,SG,28,SAC,25,4,575,82,176,23,59,59,117,15,17,11,55,66,45,10,19,21,49,202
147,Kevin Garnett,PF,33,BOS,69,69,2060,402,772,1,5,401,767,185,221,78,428,506,185,68,57,101,170,990
148,Marc Gasol,C,25,MEM,69,69,2469,378,651,0,1,378,650,252,376,208,432,640,165,69,109,135,254,1008
149,Pau Gasol,C,29,LAL,65,65,2403,452,844,0,5,452,839,286,362,243,491,734,218,37,113,143,152,1190
150,Rudy Gay,SF,23,MEM,80,80,3175,600,1288,66,202,534,1086,301,400,115,357,472,153,118,64,169,201,1567
151,Alonzo Gee,SG,22,WAS,11,2,182,28,59,7,9,21,50,18,29,15,18,33,7,7,1,10,13,81
152,Devean George,SF,32,GSW,45,4,761,89,206,48,123,41,83,16,23,21,93,114,32,41,10,15,89,242
153,Daniel Gibson,PG,23,CLE,56,10,1068,125,268,71,149,54,119,34,49,13,60,73,70,25,7,36,79,355
154,Taj Gibson,PF,24,CHI,82,70,2204,311,629,0,0,311,629,113,175,226,385,611,70,50,104,114,282,735
155,J.R. Giddens,SF,24,TOT,32,1,239,28,60,0,10,28,50,13,23,16,35,51,13,9,2,17,29,69
156,Trey Gilder,SF,25,MEM,2,0,5,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,2
157,Manu Ginóbili,SG,32,SAS,75,21,2150,398,903,132,350,266,553,309,355,68,216,284,370,103,24,154,154,1237
158,Ryan Gomes,SF,27,MIN,76,64,2210,327,732,74,199,253,533,104,126,76,272,348,124,62,16,95,155,832
160,Ben Gordon,SG,26,DET,62,17,1730,291,699,75,234,216,465,198,230,26,93,119,166,49,6,118,147,855
161,Eric Gordon,SG,21,LAC,62,60,2229,352,784,119,321,233,463,222,299,25,135,160,186,69,14,144,96,1045
162,Marcin Gortat,C,25,ORL,81,0,1088,121,227,0,3,121,224,51,75,104,237,341,17,17,70,46,138,293
163,Joey Graham,SF,27,DEN,63,18,759,105,202,2,13,103,189,54,73,39,84,123,22,23,7,43,104,266
164,Stephen Graham,SG,27,CHA,70,8,804,119,240,16,50,103,190,42,65,24,111,135,23,20,10,36,94,296
165,Danny Granger,SF,26,IND,62,62,2278,488,1139,158,438,330,701,363,428,67,275,342,171,94,51,157,183,1497
166,Aaron Gray,C,25,TOT,32,0,311,42,82,0,0,42,82,20,28,45,61,106,22,9,11,18,54,104
167,Danny Green,SG,22,CLE,20,0,115,15,39,6,22,9,17,4,6,8,9,17,5,6,3,5,9,40
168,Jeff Green,PF,23,OKC,82,82,3043,485,1070,104,312,381,758,165,223,112,378,490,134,104,72,135,221,1239
169,Willie Green,SG,28,PHI,73,18,1553,248,543,47,136,201,407,95,114,20,109,129,152,32,11,67,135,638
170,Donté Greene,SF,21,SAC,76,50,1630,244,553,69,183,175,370,90,140,53,181,234,71,41,53,93,150,647
171,Taylor Griffin,SF,23,PHO,8,0,32,4,10,0,2,4,8,2,4,0,2,2,1,0,2,1,4,10
172,Hamed Haddadi,C,24,MEM,36,0,240,24,62,0,3,24,59,14,19,26,49,75,10,1,14,20,57,62
173,Malik Hairston,SG,22,SAS,47,0,317,40,76,2,11,38,65,17,30,13,36,49,16,4,9,11,29,99
174,Marcus Haislip,SF,29,SAS,10,0,44,10,21,3,5,7,16,2,5,4,6,10,0,0,2,3,5,25
175,Richard Hamilton,SG,31,DET,46,46,1552,293,717,41,138,252,579,204,241,30,92,122,202,30,3,115,115,831
176,Tyler Hansbrough,PF,24,IND,29,1,511,81,225,0,4,81,221,84,113,60,78,138,28,17,8,21,70,246
177,James Harden,SG,20,OKC,76,0,1738,233,578,93,248,140,330,194,240,47,197,244,137,80,20,106,200,753
178,Al Harrington,PF,29,NYK,72,15,2195,448,1030,140,409,308,621,240,317,88,317,405,110,62,26,132,209,1276
179,Devin Harris,PG,26,NJN,64,61,2221,356,884,60,217,296,667,308,386,24,179,203,423,79,18,181,178,1080
180,Mike Harris,PF,26,TOT,13,0,96,11,30,0,1,11,29,7,11,10,14,24,3,5,1,9,14,29
181,Jason Hart,PG,31,TOT,5,0,22,1,2,0,0,1,2,0,0,0,2,2,6,2,1,3,4,2
182,Udonis Haslem,PF,29,MIA,78,0,2177,312,632,0,0,312,632,147,193,167,462,629,52,30,23,75,174,771
183,Trenton Hassell,SF,30,NJN,52,31,1106,90,219,0,5,90,214,52,69,56,96,152,50,17,9,47,91,232
184,Spencer Hawes,C,21,SAC,72,59,1904,312,666,26,87,286,579,73,106,145,291,436,158,32,83,131,200,723
185,Chuck Hayes,C,26,HOU,82,82,1773,161,329,0,0,161,329,36,66,151,314,465,139,73,43,74,219,358
186,Jarvis Hayes,SF,28,NJN,45,19,1033,138,328,60,179,78,149,14,18,9,99,108,40,29,9,28,91,350
187,Brendan Haywood,C,30,TOT,77,67,2355,276,491,0,1,276,490,152,245,278,437,715,43,26,158,99,209,704
188,Luther Head,SG,27,IND,47,10,813,136,311,37,105,99,206,48,58,6,74,80,72,18,9,54,53,357
189,Gerald Henderson,SG,22,CHA,43,0,355,37,104,4,19,33,85,35,47,15,40,55,13,10,9,14,25,113
190,Roy Hibbert,C,23,IND,81,69,2035,387,782,3,6,384,776,169,224,177,287,464,158,30,131,145,285,946
191,J.J. Hickson,PF,21,CLE,81,73,1691,289,522,0,1,289,521,111,163,110,290,400,40,36,39,92,132,689
192,Nenê Hilário,C,27,DEN,82,82,2755,421,717,0,2,421,715,293,416,166,461,627,203,115,82,125,281,1135
193,George Hill,PG,23,SAS,78,43,2276,353,738,75,188,278,550,183,237,42,163,205,226,69,26,101,222,964
194,Grant Hill*,SF,37,PHO,81,81,2430,336,703,35,80,301,623,205,251,74,371,445,193,60,36,108,165,912
195,Jordan Hill,PF,22,TOT,47,0,624,99,201,0,2,99,199,46,68,76,99,175,20,14,21,30,92,244
196,Kirk Hinrich,SG,29,CHI,74,53,2481,308,753,104,280,204,473,85,113,24,236,260,330,85,24,113,204,805
197,Jrue Holiday,PG,19,PHI,73,51,1767,230,520,62,159,168,361,65,86,56,135,191,280,79,18,156,153,587
198,Ryan Hollins,C,25,MIN,73,27,1223,169,303,0,1,169,302,109,158,79,128,207,51,19,38,95,199,447
199,Al Horford,C,23,ATL,81,81,2845,467,847,1,1,466,846,213,270,236,563,799,189,59,91,122,225,1148
201,Dwight Howard,C,24,ORL,82,82,2843,510,834,0,7,510,827,483,816,284,798,1082,144,75,228,274,287,1503
202,Josh Howard,SF,29,TOT,35,12,918,157,388,23,86,134,302,109,139,30,95,125,48,26,11,46,91,446
203,Juwan Howard,C,36,POR,73,27,1632,191,375,0,1,191,374,55,70,108,227,335,61,27,10,72,191,437
204,Lester Hudson,PG,25,TOT,25,0,131,21,53,5,16,16,37,11,13,7,11,18,13,8,3,14,12,58
205,Larry Hughes,SG,31,TOT,45,16,1115,137,386,43,139,94,247,94,113,23,119,142,137,52,15,75,70,411
206,Kris Humphries,PF,24,TOT,69,0,1221,180,408,0,1,180,407,127,190,120,258,378,32,36,48,66,145,487
207,Chris Hunter,C,25,GSW,60,9,783,109,217,0,4,109,213,52,69,56,111,167,37,13,35,30,132,270
208,Lindsey Hunter,PG,39,CHI,13,0,122,5,30,1,13,4,17,2,2,1,13,14,9,1,0,4,12,13
209,Othello Hunter,SF,23,ATL,7,0,33,4,12,0,0,4,12,3,4,6,6,12,0,0,1,3,5,11
210,Steven Hunter,C,28,MEM,21,0,158,17,43,0,0,17,43,19,36,18,24,42,0,1,10,9,10,53
211,Serge Ibaka,PF,20,OKC,73,0,1323,201,370,1,2,200,368,58,92,138,259,397,10,25,97,68,194,461
212,Andre Iguodala,SF,26,PHI,82,82,3193,496,1120,94,303,402,817,315,430,82,447,529,472,141,55,218,145,1401
213,Zydrunas Ilgauskas,C,34,CLE,64,6,1339,194,438,11,23,183,415,75,101,114,231,345,48,14,50,63,183,474
214,Didier Ilunga-Mbenga,C,29,LAL,49,2,355,48,103,0,0,48,103,9,19,32,55,87,8,5,29,15,54,105
215,Ersan İlyasova,PF,22,MIL,81,31,1898,323,729,81,241,242,488,113,158,157,360,517,84,53,23,71,251,840
217,Royal Ivey,SG,28,TOT,44,0,326,35,83,14,35,21,48,9,12,6,28,34,27,19,2,11,39,93
218,Jarrett Jack,PG,26,TOR,82,43,2243,323,671,82,199,241,472,203,241,30,192,222,413,60,6,163,151,931
219,Cedric Jackson,PG,23,TOT,12,0,74,6,20,1,6,5,14,7,12,2,6,8,14,3,2,11,7,20
220,Darnell Jackson,PF,24,TOT,28,0,123,9,30,1,4,8,26,4,6,9,13,22,4,2,4,13,21,23
222,LeBron James,SF,25,CLE,76,76,2966,768,1528,129,387,639,1141,593,773,71,483,554,651,125,77,261,119,2258
223,Mike James,PG,34,WAS,4,0,46,6,20,2,6,4,14,4,8,1,2,3,5,3,0,5,3,18
224,Antawn Jamison,PF,33,TOT,66,64,2406,478,1036,85,247,393,789,194,300,136,419,555,84,71,21,91,179,1235
225,Nathan Jawai,C,23,MIN,39,2,412,49,111,0,1,49,110,26,38,49,55,104,24,10,9,27,58,124
226,Othyus Jeffers,SG,24,UTA,14,0,73,12,29,0,0,12,29,13,19,8,11,19,1,4,0,6,10,37
227,Al Jefferson,C,25,MIN,76,76,2463,560,1125,0,4,560,1121,181,266,180,523,703,137,63,98,136,205,1301
228,Richard Jefferson,SF,29,SAS,81,70,2520,362,775,59,187,303,588,211,287,58,298,356,158,45,40,105,178,994
230,Brandon Jennings,PG,20,MIL,82,82,2671,451,1216,145,388,306,828,223,273,49,233,282,470,105,18,200,191,1270
231,Jonas Jerebko,PF,22,DET,80,73,2232,290,603,36,115,254,488,125,176,194,284,478,58,79,29,82,230,741
232,Yi Jianlian,PF,22,NJN,52,51,1655,227,563,15,41,212,522,154,193,115,257,372,47,37,52,77,170,623
233,Amir Johnson,PF,22,TOR,82,5,1453,208,334,0,4,208,330,95,149,154,241,395,48,44,66,63,255,511
234,Anthony Johnson,PG,35,ORL,31,0,406,49,111,13,39,36,72,19,20,8,40,48,63,11,1,26,32,130
235,James Johnson,PF,22,CHI,65,11,757,95,210,15,46,80,164,51,70,34,94,128,48,21,43,62,126,256
236,Joe Johnson,SG,28,ATL,76,76,2886,635,1386,129,350,506,1036,220,269,74,279,353,369,82,5,145,145,1619
237,Dahntay Jones,SF,29,IND,76,26,1892,287,623,4,32,283,591,198,257,48,181,229,150,40,39,129,237,776
238,Dwayne Jones,PF,26,PHO,2,0,7,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0
